"","type","date","country","total_cases"
"687","recovered",2020-02-23,"Australia",0
"688","recovered",2020-02-23,"Belgium",0
"689","recovered",2020-02-23,"China",488
"690","recovered",2020-02-23,"Italy",1
"691","recovered",2020-02-23,"Japan",0
"692","recovered",2020-02-23,"Spain",0
"693","recovered",2020-02-23,"US",0
"694","confirmed",2020-02-24,"Australia",0
"695","confirmed",2020-02-24,"Belgium",0
"696","confirmed",2020-02-24,"China",219
"697","confirmed",2020-02-24,"Italy",74
"698","confirmed",2020-02-24,"Japan",11
"699","confirmed",2020-02-24,"Spain",0
"700","confirmed",2020-02-24,"US",0
"701","death",2020-02-24,"Australia",0
"702","death",2020-02-24,"Belgium",0
"703","death",2020-02-24,"China",150
"704","death",2020-02-24,"Italy",4
"705","death",2020-02-24,"Japan",0
"706","death",2020-02-24,"Spain",0
"707","death",2020-02-24,"US",0
"708","recovered",2020-02-24,"Australia",0
"709","recovered",2020-02-24,"Belgium",0
"710","recovered",2020-02-24,"China",1828
"711","recovered",2020-02-24,"Italy",-1
"712","recovered",2020-02-24,"Japan",0
"713","recovered",2020-02-24,"Spain",0
"714","recovered",2020-02-24,"US",0
"715","confirmed",2020-02-25,"Australia",0
"716","confirmed",2020-02-25,"Belgium",0
"717","confirmed",2020-02-25,"China",513
"718","confirmed",2020-02-25,"Italy",93
"719","confirmed",2020-02-25,"Japan",13
"720","confirmed",2020-02-25,"Spain",4
"721","confirmed",2020-02-25,"US",0
"722","death",2020-02-25,"Australia",0
"723","death",2020-02-25,"Belgium",0
"724","death",2020-02-25,"China",70
"725","death",2020-02-25,"Italy",3
"726","death",2020-02-25,"Japan",1
"727","death",2020-02-25,"Spain",0
"728","death",2020-02-25,"US",0
"729","recovered",2020-02-25,"Australia",0
"730","recovered",2020-02-25,"Belgium",0
"731","recovered",2020-02-25,"China",2661
"732","recovered",2020-02-25,"Italy",0
"733","recovered",2020-02-25,"Japan",0
"734","recovered",2020-02-25,"Spain",0
"735","recovered",2020-02-25,"US",1
"736","confirmed",2020-02-26,"Australia",0
"737","confirmed",2020-02-26,"Belgium",0
"738","confirmed",2020-02-26,"China",412
"739","confirmed",2020-02-26,"Italy",131
"740","confirmed",2020-02-26,"Japan",19
"741","confirmed",2020-02-26,"Spain",7
"742","confirmed",2020-02-26,"US",0
"743","death",2020-02-26,"Australia",0
"744","death",2020-02-26,"Belgium",0
"745","death",2020-02-26,"China",52
"746","death",2020-02-26,"Italy",2
"747","death",2020-02-26,"Japan",0
"748","death",2020-02-26,"Spain",0
"749","death",2020-02-26,"US",0
"750","recovered",2020-02-26,"Australia",0
"751","recovered",2020-02-26,"Belgium",0
"752","recovered",2020-02-26,"China",2408
"753","recovered",2020-02-26,"Italy",2
"754","recovered",2020-02-26,"Japan",0
"755","recovered",2020-02-26,"Spain",0
"756","recovered",2020-02-26,"US",0
"757","confirmed",2020-02-27,"Australia",0
"758","confirmed",2020-02-27,"Belgium",0
"759","confirmed",2020-02-27,"China",434
"760","confirmed",2020-02-27,"Italy",202
"761","confirmed",2020-02-27,"Japan",26
"762","confirmed",2020-02-27,"Spain",2
"763","confirmed",2020-02-27,"US",1
"764","death",2020-02-27,"Australia",0
"765","death",2020-02-27,"Belgium",0
"766","death",2020-02-27,"China",29
"767","death",2020-02-27,"Italy",5
"768","death",2020-02-27,"Japan",1
"769","death",2020-02-27,"Spain",0
"770","death",2020-02-27,"US",0
"771","recovered",2020-02-27,"Australia",0
"772","recovered",2020-02-27,"Belgium",0
"773","recovered",2020-02-27,"China",2846
"774","recovered",2020-02-27,"Italy",42
"775","recovered",2020-02-27,"Japan",0
"776","recovered",2020-02-27,"Spain",0
"777","recovered",2020-02-27,"US",0
"778","confirmed",2020-02-28,"Australia",0
"779","confirmed",2020-02-28,"Belgium",0
"780","confirmed",2020-02-28,"China",328
"781","confirmed",2020-02-28,"Italy",233
"782","confirmed",2020-02-28,"Japan",18
"783","confirmed",2020-02-28,"Spain",17
"784","confirmed",2020-02-28,"US",0
"785","death",2020-02-28,"Australia",0
"786","death",2020-02-28,"Belgium",0
"787","death",2020-02-28,"China",44
"788","death",2020-02-28,"Italy",4
"789","death",2020-02-28,"Japan",1
"790","death",2020-02-28,"Spain",0
"791","death",2020-02-28,"US",0
"792","recovered",2020-02-28,"Australia",0
"793","recovered",2020-02-28,"Belgium",0
"794","recovered",2020-02-28,"China",3399
"795","recovered",2020-02-28,"Italy",1
"796","recovered",2020-02-28,"Japan",0
"797","recovered",2020-02-28,"Spain",0
"798","recovered",2020-02-28,"US",1
"799","confirmed",2020-02-29,"Australia",10
"800","confirmed",2020-02-29,"Belgium",0
"801","confirmed",2020-02-29,"China",428
"802","confirmed",2020-02-29,"Italy",240
"803","confirmed",2020-02-29,"Japan",9
"804","confirmed",2020-02-29,"Spain",13
"805","confirmed",2020-02-29,"US",8
"806","death",2020-02-29,"Australia",0
"807","death",2020-02-29,"Belgium",0
"808","death",2020-02-29,"China",47
"809","death",2020-02-29,"Italy",8
"810","death",2020-02-29,"Japan",1
"811","death",2020-02-29,"Spain",0
"812","death",2020-02-29,"US",1
"813","recovered",2020-02-29,"Australia",0
"814","recovered",2020-02-29,"Belgium",0
"815","recovered",2020-02-29,"China",2991
"816","recovered",2020-02-29,"Italy",0
"817","recovered",2020-02-29,"Japan",10
"818","recovered",2020-02-29,"Spain",0
"819","recovered",2020-02-29,"US",0
"820","confirmed",2020-03-01,"Australia",2
"821","confirmed",2020-03-01,"Belgium",1
"822","confirmed",2020-03-01,"China",576
"823","confirmed",2020-03-01,"Italy",566
"824","confirmed",2020-03-01,"Japan",14
"825","confirmed",2020-03-01,"Spain",39
"826","confirmed",2020-03-01,"US",6
"827","death",2020-03-01,"Australia",1
"828","death",2020-03-01,"Belgium",0
"829","death",2020-03-01,"China",35
"830","death",2020-03-01,"Italy",5
"831","death",2020-03-01,"Japan",0
"832","death",2020-03-01,"Spain",0
"833","death",2020-03-01,"US",0
"834","recovered",2020-03-01,"Australia",0
"835","recovered",2020-03-01,"Belgium",0
"836","recovered",2020-03-01,"China",2842
"837","recovered",2020-03-01,"Italy",37
"838","recovered",2020-03-01,"Japan",0
"839","recovered",2020-03-01,"Spain",0
"840","recovered",2020-03-01,"US",0
"841","confirmed",2020-03-02,"Australia",3
"842","confirmed",2020-03-02,"Belgium",6
"843","confirmed",2020-03-02,"China",204
"844","confirmed",2020-03-02,"Italy",342
"845","confirmed",2020-03-02,"Japan",19
"846","confirmed",2020-03-02,"Spain",36
"847","confirmed",2020-03-02,"US",23
"848","death",2020-03-02,"Australia",0
"849","death",2020-03-02,"Belgium",0
"850","death",2020-03-02,"China",42
"851","death",2020-03-02,"Italy",18
"852","death",2020-03-02,"Japan",0
"853","death",2020-03-02,"Spain",0
"854","death",2020-03-02,"US",5
"855","recovered",2020-03-02,"Australia",0
"856","recovered",2020-03-02,"Belgium",0
"857","recovered",2020-03-02,"China",2692
"858","recovered",2020-03-02,"Italy",66
"859","recovered",2020-03-02,"Japan",0
"860","recovered",2020-03-02,"Spain",0
"861","recovered",2020-03-02,"US",0
"862","confirmed",2020-03-03,"Australia",9
"863","confirmed",2020-03-03,"Belgium",5
"864","confirmed",2020-03-03,"China",125
"865","confirmed",2020-03-03,"Italy",466
"866","confirmed",2020-03-03,"Japan",20
"867","confirmed",2020-03-03,"Spain",45
"868","confirmed",2020-03-03,"US",20
"869","death",2020-03-03,"Australia",0
"870","death",2020-03-03,"Belgium",0
"871","death",2020-03-03,"China",33
"872","death",2020-03-03,"Italy",27
"873","death",2020-03-03,"Japan",0
"874","death",2020-03-03,"Spain",1
"875","death",2020-03-03,"US",1
"876","recovered",2020-03-03,"Australia",0
"877","recovered",2020-03-03,"Belgium",0
"878","recovered",2020-03-03,"China",2596
"879","recovered",2020-03-03,"Italy",11
"880","recovered",2020-03-03,"Japan",11
"881","recovered",2020-03-03,"Spain",0
"882","recovered",2020-03-03,"US",0
"883","confirmed",2020-03-04,"Australia",13
"884","confirmed",2020-03-04,"Belgium",10
"885","confirmed",2020-03-04,"China",125
"886","confirmed",2020-03-04,"Italy",587
"887","confirmed",2020-03-04,"Japan",35
"888","confirmed",2020-03-04,"Spain",57
"889","confirmed",2020-03-04,"US",31
"890","death",2020-03-04,"Australia",1
"891","death",2020-03-04,"Belgium",0
"892","death",2020-03-04,"China",36
"893","death",2020-03-04,"Italy",28
"894","death",2020-03-04,"Japan",1
"895","death",2020-03-04,"Spain",1
"896","death",2020-03-04,"US",4
"897","recovered",2020-03-04,"Australia",0
"898","recovered",2020-03-04,"Belgium",0
"899","recovered",2020-03-04,"China",2551
"900","recovered",2020-03-04,"Italy",116
"901","recovered",2020-03-04,"Japan",0
"902","recovered",2020-03-04,"Spain",0
"903","recovered",2020-03-04,"US",0
"904","confirmed",2020-03-05,"Australia",3
"905","confirmed",2020-03-05,"Belgium",27
"906","confirmed",2020-03-05,"China",151
"907","confirmed",2020-03-05,"Italy",769
"908","confirmed",2020-03-05,"Japan",32
"909","confirmed",2020-03-05,"Spain",37
"910","confirmed",2020-03-05,"US",70
"911","death",2020-03-05,"Australia",0
"912","death",2020-03-05,"Belgium",0
"913","death",2020-03-05,"China",32
"914","death",2020-03-05,"Italy",41
"915","death",2020-03-05,"Japan",0
"916","death",2020-03-05,"Spain",1
"917","death",2020-03-05,"US",1
"918","recovered",2020-03-05,"Australia",10
"919","recovered",2020-03-05,"Belgium",0
"920","recovered",2020-03-05,"China",2291
"921","recovered",2020-03-05,"Italy",138
"922","recovered",2020-03-05,"Japan",0
"923","recovered",2020-03-05,"Spain",0
"924","recovered",2020-03-05,"US",0
"925","confirmed",2020-03-06,"Australia",5
"926","confirmed",2020-03-06,"Belgium",59
"927","confirmed",2020-03-06,"China",153
"928","confirmed",2020-03-06,"Italy",778
"929","confirmed",2020-03-06,"Japan",55
"930","confirmed",2020-03-06,"Spain",141
"931","confirmed",2020-03-06,"US",48
"932","death",2020-03-06,"Australia",0
"933","death",2020-03-06,"Belgium",0
"934","death",2020-03-06,"China",29
"935","death",2020-03-06,"Italy",49
"936","death",2020-03-06,"Japan",0
"937","death",2020-03-06,"Spain",2
"938","death",2020-03-06,"US",2
"939","recovered",2020-03-06,"Australia",0
"940","recovered",2020-03-06,"Belgium",0
"941","recovered",2020-03-06,"China",1652
"942","recovered",2020-03-06,"Italy",109
"943","recovered",2020-03-06,"Japan",3
"944","recovered",2020-03-06,"Spain",0
"945","recovered",2020-03-06,"US",0
"946","confirmed",2020-03-07,"Australia",3
"947","confirmed",2020-03-07,"Belgium",60
"948","confirmed",2020-03-07,"China",80
"949","confirmed",2020-03-07,"Italy",1247
"950","confirmed",2020-03-07,"Japan",46
"951","confirmed",2020-03-07,"Spain",100
"952","confirmed",2020-03-07,"US",115
"953","death",2020-03-07,"Australia",0
"954","death",2020-03-07,"Belgium",0
"955","death",2020-03-07,"China",28
"956","death",2020-03-07,"Italy",36
"957","death",2020-03-07,"Japan",0
"958","death",2020-03-07,"Spain",5
"959","death",2020-03-07,"US",3
"960","recovered",2020-03-07,"Australia",0
"961","recovered",2020-03-07,"Belgium",0
"962","recovered",2020-03-07,"China",1595
"963","recovered",2020-03-07,"Italy",66
"964","recovered",2020-03-07,"Japan",30
"965","recovered",2020-03-07,"Spain",28
"966","recovered",2020-03-07,"US",0
"967","confirmed",2020-03-08,"Australia",13
"968","confirmed",2020-03-08,"Belgium",31
"969","confirmed",2020-03-08,"China",53
"970","confirmed",2020-03-08,"Italy",1492
"971","confirmed",2020-03-08,"Japan",33
"972","confirmed",2020-03-08,"Spain",173
"973","confirmed",2020-03-08,"US",114
"974","death",2020-03-08,"Australia",1
"975","death",2020-03-08,"Belgium",0
"976","death",2020-03-08,"China",28
"977","death",2020-03-08,"Italy",133
"978","death",2020-03-08,"Japan",1
"979","death",2020-03-08,"Spain",7
"980","death",2020-03-08,"US",4
"981","recovered",2020-03-08,"Australia",0
"982","recovered",2020-03-08,"Belgium",0
"983","recovered",2020-03-08,"China",1849
"984","recovered",2020-03-08,"Italy",33
"985","recovered",2020-03-08,"Japan",0
"986","recovered",2020-03-08,"Spain",0
"987","recovered",2020-03-08,"US",0
"988","confirmed",2020-03-09,"Australia",15
"989","confirmed",2020-03-09,"Belgium",39
"990","confirmed",2020-03-09,"China",37
"991","confirmed",2020-03-09,"Italy",1797
"992","confirmed",2020-03-09,"Japan",28
"993","confirmed",2020-03-09,"Spain",400
"994","confirmed",2020-03-09,"US",68
"995","death",2020-03-09,"Australia",0
"996","death",2020-03-09,"Belgium",0
"997","death",2020-03-09,"China",23
"998","death",2020-03-09,"Italy",97
"999","death",2020-03-09,"Japan",2
"1000","death",2020-03-09,"Spain",11
"1001","death",2020-03-09,"US",1
"1002","recovered",2020-03-09,"Australia",0
"1003","recovered",2020-03-09,"Belgium",0
"1004","recovered",2020-03-09,"China",1416
"1005","recovered",2020-03-09,"Italy",102
"1006","recovered",2020-03-09,"Japan",0
"1007","recovered",2020-03-09,"Spain",2
"1008","recovered",2020-03-09,"US",0
"1009","confirmed",2020-03-10,"Australia",16
"1010","confirmed",2020-03-10,"Belgium",28
"1011","confirmed",2020-03-10,"China",27
"1012","confirmed",2020-03-10,"Italy",977
"1013","confirmed",2020-03-10,"Japan",58
"1014","confirmed",2020-03-10,"Spain",622
"1015","confirmed",2020-03-10,"US",192
"1016","death",2020-03-10,"Australia",0
"1017","death",2020-03-10,"Belgium",0
"1018","death",2020-03-10,"China",16
"1019","death",2020-03-10,"Italy",168
"1020","death",2020-03-10,"Japan",3
"1021","death",2020-03-10,"Spain",7
"1022","death",2020-03-10,"US",6
"1023","recovered",2020-03-10,"Australia",0
"1024","recovered",2020-03-10,"Belgium",0
"1025","recovered",2020-03-10,"China",1377
"1026","recovered",2020-03-10,"Italy",0
"1027","recovered",2020-03-10,"Japan",25
"1028","recovered",2020-03-10,"Spain",0
"1029","recovered",2020-03-10,"US",1
"1030","confirmed",2020-03-11,"Australia",21
"1031","confirmed",2020-03-11,"Belgium",47
"1032","confirmed",2020-03-11,"China",34
"1033","confirmed",2020-03-11,"Italy",2313
"1034","confirmed",2020-03-11,"Japan",55
"1035","confirmed",2020-03-11,"Spain",582
"1036","confirmed",2020-03-11,"US",398
"1037","death",2020-03-11,"Australia",0
"1038","death",2020-03-11,"Belgium",3
"1039","death",2020-03-11,"China",22
"1040","death",2020-03-11,"Italy",196
"1041","death",2020-03-11,"Japan",2
"1042","death",2020-03-11,"Spain",19
"1043","death",2020-03-11,"US",5
"1044","recovered",2020-03-11,"Australia",0
"1045","recovered",2020-03-11,"Belgium",0
"1046","recovered",2020-03-11,"China",1463
"1047","recovered",2020-03-11,"Italy",321
"1048","recovered",2020-03-11,"Japan",17
"1049","recovered",2020-03-11,"Spain",151
"1050","recovered",2020-03-11,"US",0
"1051","confirmed",2020-03-12,"Australia",0
"1052","confirmed",2020-03-12,"Belgium",0
"1053","confirmed",2020-03-12,"China",11
"1054","confirmed",2020-03-12,"Italy",2651
"1055","confirmed",2020-03-12,"Japan",56
"1056","confirmed",2020-03-12,"Spain",0
"1057","confirmed",2020-03-12,"US",452
"1058","death",2020-03-12,"Australia",0
"1059","death",2020-03-12,"Belgium",0
"1060","death",2020-03-12,"China",11
"1061","death",2020-03-12,"Italy",189
"1062","death",2020-03-12,"Japan",4
"1063","death",2020-03-12,"Spain",1
"1064","death",2020-03-12,"US",10
"1065","recovered",2020-03-12,"Australia",0
"1066","recovered",2020-03-12,"Belgium",0
"1067","recovered",2020-03-12,"China",1257
"1068","recovered",2020-03-12,"Italy",0
"1069","recovered",2020-03-12,"Japan",0
"1070","recovered",2020-03-12,"Spain",0
"1071","recovered",2020-03-12,"US",4
"1072","confirmed",2020-03-13,"Australia",72
"1073","confirmed",2020-03-13,"Belgium",245
"1074","confirmed",2020-03-13,"China",13
"1075","confirmed",2020-03-13,"Italy",2547
"1076","confirmed",2020-03-13,"Japan",37
"1077","confirmed",2020-03-13,"Spain",2955
"1078","confirmed",2020-03-13,"US",596
"1079","death",2020-03-13,"Australia",0
"1080","death",2020-03-13,"Belgium",0
"1081","death",2020-03-13,"China",8
"1082","death",2020-03-13,"Italy",250
"1083","death",2020-03-13,"Japan",2
"1084","death",2020-03-13,"Spain",78
"1085","death",2020-03-13,"US",9
"1086","recovered",2020-03-13,"Australia",2
"1087","recovered",2020-03-13,"Belgium",0
"1088","recovered",2020-03-13,"China",1295
"1089","recovered",2020-03-13,"Italy",394
"1090","recovered",2020-03-13,"Japan",0
"1091","recovered",2020-03-13,"Spain",10
"1092","recovered",2020-03-13,"US",0
"1093","confirmed",2020-03-14,"Australia",50
"1094","confirmed",2020-03-14,"Belgium",130
"1095","confirmed",2020-03-14,"China",32
"1096","confirmed",2020-03-14,"Italy",3497
"1097","confirmed",2020-03-14,"Japan",62
"1098","confirmed",2020-03-14,"Spain",1159
"1099","confirmed",2020-03-14,"US",713
"1100","death",2020-03-14,"Australia",0
"1101","death",2020-03-14,"Belgium",1
"1102","death",2020-03-14,"China",13
"1103","death",2020-03-14,"Italy",175
"1104","death",2020-03-14,"Japan",1
"1105","death",2020-03-14,"Spain",62
"1106","death",2020-03-14,"US",6
"1107","recovered",2020-03-14,"Australia",0
"1108","recovered",2020-03-14,"Belgium",0
"1109","recovered",2020-03-14,"China",1464
"1110","recovered",2020-03-14,"Italy",527
"1111","recovered",2020-03-14,"Japan",0
"1112","recovered",2020-03-14,"Spain",324
"1113","recovered",2020-03-14,"US",0
"1114","confirmed",2020-03-15,"Australia",47
"1115","confirmed",2020-03-15,"Belgium",197
"1116","confirmed",2020-03-15,"China",26
"1117","confirmed",2020-03-15,"Italy",3590
"1118","confirmed",2020-03-15,"Japan",31
"1119","confirmed",2020-03-15,"Spain",1407
"1120","confirmed",2020-03-15,"US",98
"1121","death",2020-03-15,"Australia",0
"1122","death",2020-03-15,"Belgium",0
"1123","death",2020-03-15,"China",10
"1124","death",2020-03-15,"Italy",368
"1125","death",2020-03-15,"Japan",2
"1126","death",2020-03-15,"Spain",94
"1127","death",2020-03-15,"US",12
"1128","recovered",2020-03-15,"Australia",0
"1129","recovered",2020-03-15,"Belgium",0
"1130","recovered",2020-03-15,"China",1357
"1131","recovered",2020-03-15,"Italy",369
"1132","recovered",2020-03-15,"Japan",0
"1133","recovered",2020-03-15,"Spain",0
"1134","recovered",2020-03-15,"US",0
"1135","confirmed",2020-03-16,"Australia",80
"1136","confirmed",2020-03-16,"Belgium",172
"1137","confirmed",2020-03-16,"China",30
"1138","confirmed",2020-03-16,"Italy",3233
"1139","confirmed",2020-03-16,"Japan",17
"1140","confirmed",2020-03-16,"Spain",2144
"1141","confirmed",2020-03-16,"US",1392
"1142","death",2020-03-16,"Australia",0
"1143","death",2020-03-16,"Belgium",1
"1144","death",2020-03-16,"China",14
"1145","death",2020-03-16,"Italy",349
"1146","death",2020-03-16,"Japan",6
"1147","death",2020-03-16,"Spain",53
"1148","death",2020-03-16,"US",27
"1149","recovered",2020-03-16,"Australia",0
"1150","recovered",2020-03-16,"Belgium",0
"1151","recovered",2020-03-16,"China",893
"1152","recovered",2020-03-16,"Italy",414
"1153","recovered",2020-03-16,"Japan",26
"1154","recovered",2020-03-16,"Spain",13
"1155","recovered",2020-03-16,"US",5
"1156","confirmed",2020-03-17,"Australia",75
"1157","confirmed",2020-03-17,"Belgium",185
"1158","confirmed",2020-03-17,"China",25
"1159","confirmed",2020-03-17,"Italy",3526
"1160","confirmed",2020-03-17,"Japan",50
"1161","confirmed",2020-03-17,"Spain",1806
"1162","confirmed",2020-03-17,"US",1781
"1163","death",2020-03-17,"Australia",2
"1164","death",2020-03-17,"Belgium",5
"1165","death",2020-03-17,"China",13
"1166","death",2020-03-17,"Italy",345
"1167","death",2020-03-17,"Japan",0
"1168","death",2020-03-17,"Spain",191
"1169","death",2020-03-17,"US",34
"1170","recovered",2020-03-17,"Australia",0
"1171","recovered",2020-03-17,"Belgium",0
"1172","recovered",2020-03-17,"China",888
"1173","recovered",2020-03-17,"Italy",192
"1174","recovered",2020-03-17,"Japan",0
"1175","recovered",2020-03-17,"Spain",498
"1176","recovered",2020-03-17,"US",0
"1177","confirmed",2020-03-18,"Australia",116
"1178","confirmed",2020-03-18,"Belgium",243
"1179","confirmed",2020-03-18,"China",44
"1180","confirmed",2020-03-18,"Italy",4207
"1181","confirmed",2020-03-18,"Japan",35
"1182","confirmed",2020-03-18,"Spain",2162
"1183","confirmed",2020-03-18,"US",2776
"1184","death",2020-03-18,"Australia",1
"1185","death",2020-03-18,"Belgium",4
"1186","death",2020-03-18,"China",11
"1187","death",2020-03-18,"Italy",475
"1188","death",2020-03-18,"Japan",2
"1189","death",2020-03-18,"Spain",90
"1190","death",2020-03-18,"US",57
"1191","recovered",2020-03-18,"Australia",0
"1192","recovered",2020-03-18,"Belgium",30
"1193","recovered",2020-03-18,"China",957
"1194","recovered",2020-03-18,"Italy",1084
"1195","recovered",2020-03-18,"Japan",0
"1196","recovered",2020-03-18,"Spain",53
"1197","recovered",2020-03-18,"US",88
"1198","confirmed",2020-03-19,"Australia",113
"1199","confirmed",2020-03-19,"Belgium",309
"1200","confirmed",2020-03-19,"China",54
"1201","confirmed",2020-03-19,"Italy",5322
"1202","confirmed",2020-03-19,"Japan",40
"1203","confirmed",2020-03-19,"Spain",4053
"1204","confirmed",2020-03-19,"US",5240
"1205","death",2020-03-19,"Australia",0
"1206","death",2020-03-19,"Belgium",7
"1207","death",2020-03-19,"China",8
"1208","death",2020-03-19,"Italy",427
"1209","death",2020-03-19,"Japan",1
"1210","death",2020-03-19,"Spain",207
"1211","death",2020-03-19,"US",77
"1212","recovered",2020-03-19,"Australia",3
"1213","recovered",2020-03-19,"Belgium",0
"1214","recovered",2020-03-19,"China",780
"1215","recovered",2020-03-19,"Italy",415
"1216","recovered",2020-03-19,"Japan",6
"1217","recovered",2020-03-19,"Spain",26
"1218","recovered",2020-03-19,"US",16
"1219","confirmed",2020-03-20,"Australia",110
"1220","confirmed",2020-03-20,"Belgium",462
"1221","confirmed",2020-03-20,"China",94
"1222","confirmed",2020-03-20,"Italy",5986
"1223","confirmed",2020-03-20,"Japan",54
"1224","confirmed",2020-03-20,"Spain",2447
"1225","confirmed",2020-03-20,"US",5322
"1226","death",2020-03-20,"Australia",1
"1227","death",2020-03-20,"Belgium",16
"1228","death",2020-03-20,"China",4
"1229","death",2020-03-20,"Italy",627
"1230","death",2020-03-20,"Japan",1
"1231","death",2020-03-20,"Spain",213
"1232","death",2020-03-20,"US",97
"1233","recovered",2020-03-20,"Australia",0
"1234","recovered",2020-03-20,"Belgium",-30
"1235","recovered",2020-03-20,"China",731
"1236","recovered",2020-03-20,"Italy",0
"1237","recovered",2020-03-20,"Japan",41
"1238","recovered",2020-03-20,"Spain",481
"1239","recovered",2020-03-20,"US",26
"1240","confirmed",2020-03-21,"Australia",280
"1241","confirmed",2020-03-21,"Belgium",558
"1242","confirmed",2020-03-21,"China",55
"1243","confirmed",2020-03-21,"Italy",6557
"1244","confirmed",2020-03-21,"Japan",37
"1245","confirmed",2020-03-21,"Spain",4964
"1246","confirmed",2020-03-21,"US",6346
"1247","death",2020-03-21,"Australia",0
"1248","death",2020-03-21,"Belgium",30
"1249","death",2020-03-21,"China",6
"1250","death",2020-03-21,"Italy",793
"1251","death",2020-03-21,"Japan",2
"1252","death",2020-03-21,"Spain",332
"1253","death",2020-03-21,"US",94
"1254","recovered",2020-03-21,"Australia",0
"1255","recovered",2020-03-21,"Belgium",262
"1256","recovered",2020-03-21,"China",591
"1257","recovered",2020-03-21,"Italy",1632
"1258","recovered",2020-03-21,"Japan",41
"1259","recovered",2020-03-21,"Spain",537
"1260","recovered",2020-03-21,"US",29
"1261","confirmed",2020-03-22,"Australia",478
"1262","confirmed",2020-03-22,"Belgium",586
"1263","confirmed",2020-03-22,"China",130
"1264","confirmed",2020-03-22,"Italy",5560
"1265","confirmed",2020-03-22,"Japan",45
"1266","confirmed",2020-03-22,"Spain",3394
"1267","confirmed",2020-03-22,"US",7936
"1268","death",2020-03-22,"Australia",0
"1269","death",2020-03-22,"Belgium",8
"1270","death",2020-03-22,"China",15
"1271","death",2020-03-22,"Italy",651
"1272","death",2020-03-22,"Japan",4
"1273","death",2020-03-22,"Spain",397
"1274","death",2020-03-22,"US",145
"1275","recovered",2020-03-22,"Australia",62
"1276","recovered",2020-03-22,"Belgium",0
"1277","recovered",2020-03-22,"China",505
"1278","recovered",2020-03-22,"Italy",952
"1279","recovered",2020-03-22,"Japan",3
"1280","recovered",2020-03-22,"Spain",450
"1281","recovered",2020-03-22,"US",2
"1282","confirmed",2020-03-23,"Australia",133
"1283","confirmed",2020-03-23,"Belgium",342
"1284","confirmed",2020-03-23,"China",63
"1285","confirmed",2020-03-23,"Italy",4789
"1286","confirmed",2020-03-23,"Japan",40
"1287","confirmed",2020-03-23,"Spain",6368
"1288","confirmed",2020-03-23,"US",10089
"1289","death",2020-03-23,"Australia",0
"1290","death",2020-03-23,"Belgium",13
"1291","death",2020-03-23,"China",0
"1292","death",2020-03-23,"Italy",601
"1293","death",2020-03-23,"Japan",1
"1294","death",2020-03-23,"Spain",539
"1295","death",2020-03-23,"US",183
"1296","recovered",2020-03-23,"Australia",0
"1297","recovered",2020-03-23,"Belgium",0
"1298","recovered",2020-03-23,"China",452
"1299","recovered",2020-03-23,"Italy",0
"1300","recovered",2020-03-23,"Japan",0
"1301","recovered",2020-03-23,"Spain",0
"1302","recovered",2020-03-23,"US",0
"1303","confirmed",2020-03-24,"Australia",362
"1304","confirmed",2020-03-24,"Belgium",526
"1305","confirmed",2020-03-24,"China",93
"1306","confirmed",2020-03-24,"Italy",5249
"1307","confirmed",2020-03-24,"Japan",73
"1308","confirmed",2020-03-24,"Spain",4749
"1309","confirmed",2020-03-24,"US",10262
"1310","death",2020-03-24,"Australia",1
"1311","death",2020-03-24,"Belgium",34
"1312","death",2020-03-24,"China",7
"1313","death",2020-03-24,"Italy",743
"1314","death",2020-03-24,"Japan",1
"1315","death",2020-03-24,"Spain",497
"1316","death",2020-03-24,"US",237
"1317","recovered",2020-03-24,"Australia",27
"1318","recovered",2020-03-24,"Belgium",198
"1319","recovered",2020-03-24,"China",466
"1320","recovered",2020-03-24,"Italy",1302
"1321","recovered",2020-03-24,"Japan",50
"1322","recovered",2020-03-24,"Spain",1219
"1323","recovered",2020-03-24,"US",170
"1324","confirmed",2020-03-25,"Australia",320
"1325","confirmed",2020-03-25,"Belgium",668
"1326","confirmed",2020-03-25,"China",70
"1327","confirmed",2020-03-25,"Italy",5210
"1328","confirmed",2020-03-25,"Japan",97
"1329","confirmed",2020-03-25,"Spain",9630
"1330","confirmed",2020-03-25,"US",11943
"1331","death",2020-03-25,"Australia",0
"1332","death",2020-03-25,"Belgium",56
"1333","death",2020-03-25,"China",4
"1334","death",2020-03-25,"Italy",683
"1335","death",2020-03-25,"Japan",3
"1336","death",2020-03-25,"Spain",839
"1337","death",2020-03-25,"US",312
"1338","recovered",2020-03-25,"Australia",4
"1339","recovered",2020-03-25,"Belgium",86
"1340","recovered",2020-03-25,"China",493
"1341","recovered",2020-03-25,"Italy",1036
"1342","recovered",2020-03-25,"Japan",25
"1343","recovered",2020-03-25,"Spain",1573
"1344","recovered",2020-03-25,"US",13
"1345","confirmed",2020-03-26,"Australia",446
"1346","confirmed",2020-03-26,"Belgium",1298
"1347","confirmed",2020-03-26,"China",121
"1348","confirmed",2020-03-26,"Italy",6203
"1349","confirmed",2020-03-26,"Japan",102
"1350","confirmed",2020-03-26,"Spain",8271
"1351","confirmed",2020-03-26,"US",18036
"1352","death",2020-03-26,"Australia",5
"1353","death",2020-03-26,"Belgium",42
"1354","death",2020-03-26,"China",6
"1355","death",2020-03-26,"Italy",712
