"","type","date","country","total_cases"
"2003","death",2020-04-26,"Australia",3
"2004","death",2020-04-26,"Belgium",177
"2005","death",2020-04-26,"China",1
"2006","death",2020-04-26,"Italy",260
"2007","death",2020-04-26,"Japan",16
"2008","death",2020-04-26,"Spain",288
"2009","death",2020-04-26,"US",1293
"2010","recovered",2020-04-26,"Australia",165
"2011","recovered",2020-04-26,"Belgium",368
"2012","recovered",2020-04-26,"China",102
"2013","recovered",2020-04-26,"Italy",1808
"2014","recovered",2020-04-26,"Japan",153
"2015","recovered",2020-04-26,"Spain",2664
"2016","recovered",2020-04-26,"US",6616
"2017","confirmed",2020-04-27,"Australia",7
"2018","confirmed",2020-04-27,"Belgium",553
"2019","confirmed",2020-04-27,"China",6
"2020","confirmed",2020-04-27,"Italy",1739
"2021","confirmed",2020-04-27,"Japan",171
"2022","confirmed",2020-04-27,"Spain",1831
"2023","confirmed",2020-04-27,"US",22465
"2024","death",2020-04-27,"Australia",0
"2025","death",2020-04-27,"Belgium",113
"2026","death",2020-04-27,"China",0
"2027","death",2020-04-27,"Italy",333
"2028","death",2020-04-27,"Japan",22
"2029","death",2020-04-27,"Spain",331
"2030","death",2020-04-27,"US",1425
"2031","recovered",2020-04-27,"Australia",47
"2032","recovered",2020-04-27,"Belgium",93
"2033","recovered",2020-04-27,"China",97
"2034","recovered",2020-04-27,"Italy",1696
"2035","recovered",2020-04-27,"Japan",90
"2036","recovered",2020-04-27,"Spain",2503
"2037","recovered",2020-04-27,"US",4436
"2038","confirmed",2020-04-28,"Australia",23
"2039","confirmed",2020-04-28,"Belgium",647
"2040","confirmed",2020-04-28,"China",22
"2041","confirmed",2020-04-28,"Italy",2091
"2042","confirmed",2020-04-28,"Japan",284
"2043","confirmed",2020-04-28,"Spain",1308
"2044","confirmed",2020-04-28,"US",24535
"2045","death",2020-04-28,"Australia",6
"2046","death",2020-04-28,"Belgium",124
"2047","death",2020-04-28,"China",0
"2048","death",2020-04-28,"Italy",382
"2049","death",2020-04-28,"Japan",19
"2050","death",2020-04-28,"Spain",301
"2051","death",2020-04-28,"US",2219
"2052","recovered",2020-04-28,"Australia",77
"2053","recovered",2020-04-28,"Belgium",65
"2054","recovered",2020-04-28,"China",48
"2055","recovered",2020-04-28,"Italy",2317
"2056","recovered",2020-04-28,"Japan",0
"2057","recovered",2020-04-28,"Spain",1673
"2058","recovered",2020-04-28,"US",4512
"2059","confirmed",2020-04-29,"Australia",8
"2060","confirmed",2020-04-29,"Belgium",525
"2061","confirmed",2020-04-29,"China",4
"2062","confirmed",2020-04-29,"Italy",2086
"2063","confirmed",2020-04-29,"Japan",216
"2064","confirmed",2020-04-29,"Spain",2144
"2065","confirmed",2020-04-29,"US",27520
"2066","death",2020-04-29,"Australia",2
"2067","death",2020-04-29,"Belgium",170
"2068","death",2020-04-29,"China",0
"2069","death",2020-04-29,"Italy",323
"2070","death",2020-04-29,"Japan",18
"2071","death",2020-04-29,"Spain",453
"2072","death",2020-04-29,"US",2506
"2073","recovered",2020-04-29,"Australia",50
"2074","recovered",2020-04-29,"Belgium",340
"2075","recovered",2020-04-29,"China",52
"2076","recovered",2020-04-29,"Italy",2311
"2077","recovered",2020-04-29,"Japan",469
"2078","recovered",2020-04-29,"Spain",6399
"2079","recovered",2020-04-29,"US",4784
"2080","confirmed",2020-04-30,"Australia",14
"2081","confirmed",2020-04-30,"Belgium",660
"2082","confirmed",2020-04-30,"China",12
"2083","confirmed",2020-04-30,"Italy",1872
"2084","confirmed",2020-04-30,"Japan",208
"2085","confirmed",2020-04-30,"Spain",518
"2086","confirmed",2020-04-30,"US",29629
"2087","death",2020-04-30,"Australia",2
"2088","death",2020-04-30,"Belgium",93
"2089","death",2020-04-30,"China",0
"2090","death",2020-04-30,"Italy",285
"2091","death",2020-04-30,"Japan",27
"2092","death",2020-04-30,"Spain",268
"2093","death",2020-04-30,"US",2296
"2094","recovered",2020-04-30,"Australia",27
"2095","recovered",2020-04-30,"Belgium",293
"2096","recovered",2020-04-30,"China",49
"2097","recovered",2020-04-30,"Italy",4693
"2098","recovered",2020-04-30,"Japan",92
"2099","recovered",2020-04-30,"Spain",3103
"2100","recovered",2020-04-30,"US",33227
"2101","confirmed",2020-05-01,"Australia",12
"2102","confirmed",2020-05-01,"Belgium",513
"2103","confirmed",2020-05-01,"China",3
"2104","confirmed",2020-05-01,"Italy",1965
"2105","confirmed",2020-05-01,"Japan",274
"2106","confirmed",2020-05-01,"Spain",1781
"2107","confirmed",2020-05-01,"US",34162
"2108","death",2020-05-01,"Australia",0
"2109","death",2020-05-01,"Belgium",109
"2110","death",2020-05-01,"China",0
"2111","death",2020-05-01,"Italy",269
"2112","death",2020-05-01,"Japan",29
"2113","death",2020-05-01,"Spain",0
"2114","death",2020-05-01,"US",1869
"2115","recovered",2020-05-01,"Australia",33
"2116","recovered",2020-05-01,"Belgium",316
"2117","recovered",2020-05-01,"China",50
"2118","recovered",2020-05-01,"Italy",2304
"2119","recovered",2020-05-01,"Japan",515
"2120","recovered",2020-05-01,"Spain",0
"2121","recovered",2020-05-01,"US",10068
"2122","confirmed",2020-05-02,"Australia",21
"2123","confirmed",2020-05-02,"Belgium",485
"2124","confirmed",2020-05-02,"China",0
"2125","confirmed",2020-05-02,"Italy",1900
"2126","confirmed",2020-05-02,"Japan",303
"2127","confirmed",2020-05-02,"Spain",1366
"2128","confirmed",2020-05-02,"US",29195
"2129","death",2020-05-02,"Australia",1
"2130","death",2020-05-02,"Belgium",62
"2131","death",2020-05-02,"China",0
"2132","death",2020-05-02,"Italy",474
"2133","death",2020-05-02,"Japan",26
"2134","death",2020-05-02,"Spain",557
"2135","death",2020-05-02,"US",1556
"2136","recovered",2020-05-02,"Australia",39
"2137","recovered",2020-05-02,"Belgium",319
"2138","recovered",2020-05-02,"China",13
"2139","recovered",2020-05-02,"Italy",1665
"2140","recovered",2020-05-02,"Japan",230
"2141","recovered",2020-05-02,"Spain",5198
"2142","recovered",2020-05-02,"US",11367
"2143","confirmed",2020-05-03,"Australia",23
"2144","confirmed",2020-05-03,"Belgium",389
"2145","confirmed",2020-05-03,"China",5
"2146","confirmed",2020-05-03,"Italy",1389
"2147","confirmed",2020-05-03,"Japan",200
"2148","confirmed",2020-05-03,"Spain",884
"2149","confirmed",2020-05-03,"US",25587
"2150","death",2020-05-03,"Australia",1
"2151","death",2020-05-03,"Belgium",79
"2152","death",2020-05-03,"China",0
"2153","death",2020-05-03,"Italy",174
"2154","death",2020-05-03,"Japan",24
"2155","death",2020-05-03,"Spain",164
"2156","death",2020-05-03,"US",1096
"2157","recovered",2020-05-03,"Australia",35
"2158","recovered",2020-05-03,"Belgium",98
"2159","recovered",2020-05-03,"China",98
"2160","recovered",2020-05-03,"Italy",1740
"2161","recovered",2020-05-03,"Japan",776
"2162","recovered",2020-05-03,"Spain",1654
"2163","recovered",2020-05-03,"US",4770
"2164","confirmed",2020-05-04,"Australia",25
"2165","confirmed",2020-05-04,"Belgium",361
"2166","confirmed",2020-05-04,"China",2
"2167","confirmed",2020-05-04,"Italy",1221
"2168","confirmed",2020-05-04,"Japan",168
"2169","confirmed",2020-05-04,"Spain",545
"2170","confirmed",2020-05-04,"US",22475
"2171","death",2020-05-04,"Australia",1
"2172","death",2020-05-04,"Belgium",80
"2173","death",2020-05-04,"China",0
"2174","death",2020-05-04,"Italy",195
"2175","death",2020-05-04,"Japan",22
"2176","death",2020-05-04,"Spain",164
"2177","death",2020-05-04,"US",1309
"2178","recovered",2020-05-04,"Australia",38
"2179","recovered",2020-05-04,"Belgium",69
"2180","recovered",2020-05-04,"China",108
"2181","recovered",2020-05-04,"Italy",1225
"2182","recovered",2020-05-04,"Japan",175
"2183","recovered",2020-05-04,"Spain",2441
"2184","recovered",2020-05-04,"US",7028
"2185","confirmed",2020-05-05,"Australia",28
"2186","confirmed",2020-05-05,"Belgium",242
"2187","confirmed",2020-05-05,"China",2
"2188","confirmed",2020-05-05,"Italy",1075
"2189","confirmed",2020-05-05,"Japan",125
"2190","confirmed",2020-05-05,"Spain",1318
"2191","confirmed",2020-05-05,"US",24185
"2192","death",2020-05-05,"Australia",1
"2193","death",2020-05-05,"Belgium",92
"2194","death",2020-05-05,"China",0
"2195","death",2020-05-05,"Italy",236
"2196","death",2020-05-05,"Japan",11
"2197","death",2020-05-05,"Spain",185
"2198","death",2020-05-05,"US",2307
"2199","recovered",2020-05-05,"Australia",88
"2200","recovered",2020-05-05,"Belgium",63
"2201","recovered",2020-05-05,"China",78
"2202","recovered",2020-05-05,"Italy",2352
"2203","recovered",2020-05-05,"Japan",340
"2204","recovered",2020-05-05,"Spain",2143
"2205","recovered",2020-05-05,"US",2611
"2206","confirmed",2020-05-06,"Australia",19
"2207","confirmed",2020-05-06,"Belgium",272
"2208","confirmed",2020-05-06,"China",2
"2209","confirmed",2020-05-06,"Italy",1444
"2210","confirmed",2020-05-06,"Japan",101
"2211","confirmed",2020-05-06,"Spain",996
"2212","confirmed",2020-05-06,"US",25256
"2213","death",2020-05-06,"Australia",0
"2214","death",2020-05-06,"Belgium",323
"2215","death",2020-05-06,"China",0
"2216","death",2020-05-06,"Italy",369
"2217","death",2020-05-06,"Japan",12
"2218","death",2020-05-06,"Spain",244
"2219","death",2020-05-06,"US",2458
"2220","recovered",2020-05-06,"Australia",56
"2221","recovered",2020-05-06,"Belgium",290
"2222","recovered",2020-05-06,"China",59
"2223","recovered",2020-05-06,"Italy",8014
"2224","recovered",2020-05-06,"Japan",0
"2225","recovered",2020-05-06,"Spain",2516
"2226","recovered",2020-05-06,"US",119
"2227","confirmed",2020-05-07,"Australia",19
"2228","confirmed",2020-05-07,"Belgium",639
"2229","confirmed",2020-05-07,"China",5
"2230","confirmed",2020-05-07,"Italy",1401
"2231","confirmed",2020-05-07,"Japan",98
"2232","confirmed",2020-05-07,"Spain",1122
"2233","confirmed",2020-05-07,"US",27882
"2234","death",2020-05-07,"Australia",0
"2235","death",2020-05-07,"Belgium",76
"2236","death",2020-05-07,"China",0
"2237","death",2020-05-07,"Italy",274
"2238","death",2020-05-07,"Japan",12
"2239","death",2020-05-07,"Spain",213
"2240","death",2020-05-07,"US",1919
"2241","recovered",2020-05-07,"Australia",47
"2242","recovered",2020-05-07,"Belgium",249
"2243","recovered",2020-05-07,"China",48
"2244","recovered",2020-05-07,"Italy",3031
"2245","recovered",2020-05-07,"Japan",422
"2246","recovered",2020-05-07,"Spain",2509
"2247","recovered",2020-05-07,"US",5126
"2248","confirmed",2020-05-08,"Australia",5
"2249","confirmed",2020-05-08,"Belgium",591
"2250","confirmed",2020-05-08,"China",1
"2251","confirmed",2020-05-08,"Italy",1327
"2252","confirmed",2020-05-08,"Japan",87
"2253","confirmed",2020-05-08,"Spain",1410
"2254","confirmed",2020-05-08,"US",27178
"2255","death",2020-05-08,"Australia",0
"2256","death",2020-05-08,"Belgium",106
"2257","death",2020-05-08,"China",0
"2258","death",2020-05-08,"Italy",243
"2259","death",2020-05-08,"Japan",17
"2260","death",2020-05-08,"Spain",229
"2261","death",2020-05-08,"US",1727
"2262","recovered",2020-05-08,"Australia",44
"2263","recovered",2020-05-08,"Belgium",221
"2264","recovered",2020-05-08,"China",16
"2265","recovered",2020-05-08,"Italy",2747
"2266","recovered",2020-05-08,"Japan",228
"2267","recovered",2020-05-08,"Spain",2637
"2268","recovered",2020-05-08,"US",3957
"2269","confirmed",2020-05-09,"Australia",21
"2270","confirmed",2020-05-09,"Belgium",585
"2271","confirmed",2020-05-09,"China",14
"2272","confirmed",2020-05-09,"Italy",1083
"2273","confirmed",2020-05-09,"Japan",115
"2274","confirmed",2020-05-09,"Spain",721
"2275","confirmed",2020-05-09,"US",25733
"2276","death",2020-05-09,"Australia",0
"2277","death",2020-05-09,"Belgium",60
"2278","death",2020-05-09,"China",0
"2279","death",2020-05-09,"Italy",194
"2280","death",2020-05-09,"Japan",20
"2281","death",2020-05-09,"Spain",179
"2282","death",2020-05-09,"US",1479
"2283","recovered",2020-05-09,"Australia",19
"2284","recovered",2020-05-09,"Belgium",210
"2285","recovered",2020-05-09,"China",134
"2286","recovered",2020-05-09,"Italy",4008
"2287","recovered",2020-05-09,"Japan",760
"2288","recovered",2020-05-09,"Spain",2804
"2289","recovered",2020-05-09,"US",13541
"2290","confirmed",2020-05-10,"Australia",9
"2291","confirmed",2020-05-10,"Belgium",485
"2292","confirmed",2020-05-10,"China",20
"2293","confirmed",2020-05-10,"Italy",802
"2294","confirmed",2020-05-10,"Japan",69
"2295","confirmed",2020-05-10,"Spain",772
"2296","confirmed",2020-05-10,"US",19764
"2297","death",2020-05-10,"Australia",0
"2298","death",2020-05-10,"Belgium",75
"2299","death",2020-05-10,"China",0
"2300","death",2020-05-10,"Italy",165
"2301","death",2020-05-10,"Japan",12
"2302","death",2020-05-10,"Spain",143
"2303","death",2020-05-10,"US",879
"2304","recovered",2020-05-10,"Australia",26
"2305","recovered",2020-05-10,"Belgium",231
"2306","recovered",2020-05-10,"China",40
"2307","recovered",2020-05-10,"Italy",2155
"2308","recovered",2020-05-10,"Japan",2221
"2309","recovered",2020-05-10,"Spain",2214
"2310","recovered",2020-05-10,"US",3635
"2311","confirmed",2020-05-11,"Australia",22
"2312","confirmed",2020-05-11,"Belgium",368
"2313","confirmed",2020-05-11,"China",1
"2314","confirmed",2020-05-11,"Italy",744
"2315","confirmed",2020-05-11,"Japan",37
"2316","confirmed",2020-05-11,"Spain",3086
"2317","confirmed",2020-05-11,"US",18878
"2318","death",2020-05-11,"Australia",0
"2319","death",2020-05-11,"Belgium",51
"2320","death",2020-05-11,"China",0
"2321","death",2020-05-11,"Italy",179
"2322","death",2020-05-11,"Japan",19
"2323","death",2020-05-11,"Spain",123
"2324","death",2020-05-11,"US",1013
"2325","recovered",2020-05-11,"Australia",46
"2326","recovered",2020-05-11,"Belgium",55
"2327","recovered",2020-05-11,"China",31
"2328","recovered",2020-05-11,"Italy",1401
"2329","recovered",2020-05-11,"Japan",166
"2330","recovered",2020-05-11,"Spain",973
"2331","recovered",2020-05-11,"US",16564
"2332","confirmed",2020-05-12,"Australia",10
"2333","confirmed",2020-05-12,"Belgium",330
"2334","confirmed",2020-05-12,"China",7
"2335","confirmed",2020-05-12,"Italy",1402
"2336","confirmed",2020-05-12,"Japan",87
"2337","confirmed",2020-05-12,"Spain",594
"2338","confirmed",2020-05-12,"US",22190
"2339","death",2020-05-12,"Australia",1
"2340","death",2020-05-12,"Belgium",54
"2341","death",2020-05-12,"China",0
"2342","death",2020-05-12,"Italy",172
"2343","death",2020-05-12,"Japan",22
"2344","death",2020-05-12,"Spain",176
"2345","death",2020-05-12,"US",1615
"2346","recovered",2020-05-12,"Australia",57
"2347","recovered",2020-05-12,"Belgium",35
"2348","recovered",2020-05-12,"China",24
"2349","recovered",2020-05-12,"Italy",2452
"2350","recovered",2020-05-12,"Japan",238
"2351","recovered",2020-05-12,"Spain",1841
"2352","recovered",2020-05-12,"US",-2446
"2353","confirmed",2020-05-13,"Australia",9
"2354","confirmed",2020-05-13,"Belgium",202
"2355","confirmed",2020-05-13,"China",6
"2356","confirmed",2020-05-13,"Italy",888
"2357","confirmed",2020-05-13,"Japan",50
"2358","confirmed",2020-05-13,"Spain",661
"2359","confirmed",2020-05-13,"US",20958
"2360","death",2020-05-13,"Australia",0
"2361","death",2020-05-13,"Belgium",82
"2362","death",2020-05-13,"China",0
"2363","death",2020-05-13,"Italy",195
"2364","death",2020-05-13,"Japan",19
"2365","death",2020-05-13,"Spain",184
"2366","death",2020-05-13,"US",1751
"2367","recovered",2020-05-13,"Australia",27
"2368","recovered",2020-05-13,"Belgium",205
"2369","recovered",2020-05-13,"China",24
"2370","recovered",2020-05-13,"Italy",3502
"2371","recovered",2020-05-13,"Japan",389
"2372","recovered",2020-05-13,"Spain",1843
"2373","recovered",2020-05-13,"US",13143
"2374","confirmed",2020-05-14,"Australia",30
"2375","confirmed",2020-05-14,"Belgium",307
"2376","confirmed",2020-05-14,"China",5
"2377","confirmed",2020-05-14,"Italy",992
"2378","confirmed",2020-05-14,"Japan",98
"2379","confirmed",2020-05-14,"Spain",849
"2380","confirmed",2020-05-14,"US",27617
"2381","death",2020-05-14,"Australia",0
"2382","death",2020-05-14,"Belgium",60
"2383","death",2020-05-14,"China",0
"2384","death",2020-05-14,"Italy",262
"2385","death",2020-05-14,"Japan",16
"2386","death",2020-05-14,"Spain",217
"2387","death",2020-05-14,"US",1774
"2388","recovered",2020-05-14,"Australia",37
"2389","recovered",2020-05-14,"Belgium",174
"2390","recovered",2020-05-14,"China",15
"2391","recovered",2020-05-14,"Italy",2747
"2392","recovered",2020-05-14,"Japan",948
"2393","recovered",2020-05-14,"Spain",2551
"2394","recovered",2020-05-14,"US",2984
"2395","confirmed",2020-05-15,"Australia",16
"2396","confirmed",2020-05-15,"Belgium",356
"2397","confirmed",2020-05-15,"China",9
"2398","confirmed",2020-05-15,"Italy",789
"2399","confirmed",2020-05-15,"Japan",52
"2400","confirmed",2020-05-15,"Spain",643
"2401","confirmed",2020-05-15,"US",25300
"2402","death",2020-05-15,"Australia",0
"2403","death",2020-05-15,"Belgium",56
"2404","death",2020-05-15,"China",0
"2405","death",2020-05-15,"Italy",242
"2406","death",2020-05-15,"Japan",18
"2407","death",2020-05-15,"Spain",138
"2408","death",2020-05-15,"US",1661
"2409","recovered",2020-05-15,"Australia",25
"2410","recovered",2020-05-15,"Belgium",190
"2411","recovered",2020-05-15,"China",20
"2412","recovered",2020-05-15,"Italy",4917
"2413","recovered",2020-05-15,"Japan",470
"2414","recovered",2020-05-15,"Spain",1409
"2415","recovered",2020-05-15,"US",4333
"2416","confirmed",2020-05-16,"Australia",9
"2417","confirmed",2020-05-16,"Belgium",345
"2418","confirmed",2020-05-16,"China",6
"2419","confirmed",2020-05-16,"Italy",875
"2420","confirmed",2020-05-16,"Japan",54
"2421","confirmed",2020-05-16,"Spain",515
"2422","confirmed",2020-05-16,"US",25101
"2423","death",2020-05-16,"Australia",0
"2424","death",2020-05-16,"Belgium",46
"2425","death",2020-05-16,"China",1
"2426","death",2020-05-16,"Italy",153
"2427","death",2020-05-16,"Japan",18
"2428","death",2020-05-16,"Spain",104
"2429","death",2020-05-16,"US",1223
"2430","recovered",2020-05-16,"Australia",5
"2431","recovered",2020-05-16,"Belgium",159
"2432","recovered",2020-05-16,"China",12
"2433","recovered",2020-05-16,"Italy",2605
"2434","recovered",2020-05-16,"Japan",0
"2435","recovered",2020-05-16,"Spain",1663
"2436","recovered",2020-05-16,"US",17629
"2437","confirmed",2020-05-17,"Australia",10
"2438","confirmed",2020-05-17,"Belgium",291
"2439","confirmed",2020-05-17,"China",10
"2440","confirmed",2020-05-17,"Italy",675
"2441","confirmed",2020-05-17,"Japan",24
"2442","confirmed",2020-05-17,"Spain",0
"2443","confirmed",2020-05-17,"US",19004
"2444","death",2020-05-17,"Australia",1
"2445","death",2020-05-17,"Belgium",47
"2446","death",2020-05-17,"China",0
"2447","death",2020-05-17,"Italy",145
"2448","death",2020-05-17,"Japan",9
"2449","death",2020-05-17,"Spain",0
"2450","death",2020-05-17,"US",752
"2451","recovered",2020-05-17,"Australia",28
"2452","recovered",2020-05-17,"Belgium",170
"2453","recovered",2020-05-17,"China",13
"2454","recovered",2020-05-17,"Italy",2366
"2455","recovered",2020-05-17,"Japan",815
"2456","recovered",2020-05-17,"Spain",0
"2457","recovered",2020-05-17,"US",3889
"2458","confirmed",2020-05-18,"Australia",14
"2459","confirmed",2020-05-18,"Belgium",279
"2460","confirmed",2020-05-18,"China",9
"2461","confirmed",2020-05-18,"Italy",451
"2462","confirmed",2020-05-18,"Japan",33
"2463","confirmed",2020-05-18,"Spain",908
"2464","confirmed",2020-05-18,"US",21769
"2465","death",2020-05-18,"Australia",0
"2466","death",2020-05-18,"Belgium",28
"2467","death",2020-05-18,"China",0
"2468","death",2020-05-18,"Italy",99
"2469","death",2020-05-18,"Japan",9
"2470","death",2020-05-18,"Spain",146
"2471","death",2020-05-18,"US",770
"2472","recovered",2020-05-18,"Australia",21
"2473","recovered",2020-05-18,"Belgium",27
"2474","recovered",2020-05-18,"China",4
"2475","recovered",2020-05-18,"Italy",2150
"2476","recovered",2020-05-18,"Japan",411
"2477","recovered",2020-05-18,"Spain",3930
"2478","recovered",2020-05-18,"US",10913
"2479","confirmed",2020-05-19,"Australia",4
"2480","confirmed",2020-05-19,"Belgium",232
"2481","confirmed",2020-05-19,"China",0
"2482","confirmed",2020-05-19,"Italy",813
"2483","confirmed",2020-05-19,"Japan",28
"2484","confirmed",2020-05-19,"Spain",431
"2485","confirmed",2020-05-19,"US",20449
"2486","death",2020-05-19,"Australia",1
"2487","death",2020-05-19,"Belgium",28
"2488","death",2020-05-19,"China",0
"2489","death",2020-05-19,"Italy",162
"2490","death",2020-05-19,"Japan",9
"2491","death",2020-05-19,"Spain",69
"2492","death",2020-05-19,"US",1551
"2493","recovered",2020-05-19,"Australia",18
"2494","recovered",2020-05-19,"Belgium",30
"2495","recovered",2020-05-19,"China",0
"2496","recovered",2020-05-19,"Italy",2075
"2497","recovered",2020-05-19,"Japan",0
"2498","recovered",2020-05-19,"Spain",0
"2499","recovered",2020-05-19,"US",6214
"2500","confirmed",2020-05-20,"Australia",9
"2501","confirmed",2020-05-20,"Belgium",192
"2502","confirmed",2020-05-20,"China",0
"2503","confirmed",2020-05-20,"Italy",665
"2504","confirmed",2020-05-20,"Japan",34
"2505","confirmed",2020-05-20,"Spain",518
"2506","confirmed",2020-05-20,"US",23807
"2507","death",2020-05-20,"Australia",0
"2508","death",2020-05-20,"Belgium",42
"2509","death",2020-05-20,"China",0
"2510","death",2020-05-20,"Italy",161
"2511","death",2020-05-20,"Japan",13
"2512","death",2020-05-20,"Spain",110
"2513","death",2020-05-20,"US",1568
"2514","recovered",2020-05-20,"Australia",39
"2515","recovered",2020-05-20,"Belgium",160
"2516","recovered",2020-05-20,"China",0
"2517","recovered",2020-05-20,"Italy",2881
"2518","recovered",2020-05-20,"Japan",0
"2519","recovered",2020-05-20,"Spain",0
"2520","recovered",2020-05-20,"US",4920
"2521","confirmed",2020-05-21,"Australia",14
"2522","confirmed",2020-05-21,"Belgium",252
"2523","confirmed",2020-05-21,"China",0
"2524","confirmed",2020-05-21,"Italy",642
"2525","confirmed",2020-05-21,"Japan",41
"2526","confirmed",2020-05-21,"Spain",482
"2527","confirmed",2020-05-21,"US",25355
"2528","death",2020-05-21,"Australia",1
"2529","death",2020-05-21,"Belgium",36
"2530","death",2020-05-21,"China",0
"2531","death",2020-05-21,"Italy",156
"2532","death",2020-05-21,"Japan",8
"2533","death",2020-05-21,"Spain",52
"2534","death",2020-05-21,"US",1223
"2535","recovered",2020-05-21,"Australia",8
"2536","recovered",2020-05-21,"Belgium",141
"2537","recovered",2020-05-21,"China",0
"2538","recovered",2020-05-21,"Italy",2278
"2539","recovered",2020-05-21,"Japan",1108
"2540","recovered",2020-05-21,"Spain",0
"2541","recovered",2020-05-21,"US",4106
"2542","confirmed",2020-05-22,"Australia",4
"2543","confirmed",2020-05-22,"Belgium",276
"2544","confirmed",2020-05-22,"China",18
"2545","confirmed",2020-05-22,"Italy",652
"2546","confirmed",2020-05-22,"Japan",23
"2547","confirmed",2020-05-22,"Spain",1787
"2548","confirmed",2020-05-22,"US",24141
"2549","death",2020-05-22,"Australia",0
"2550","death",2020-05-22,"Belgium",26
"2551","death",2020-05-22,"China",0
"2552","death",2020-05-22,"Italy",130
"2553","death",2020-05-22,"Japan",10
"2554","death",2020-05-22,"Spain",688
"2555","death",2020-05-22,"US",1269
"2556","recovered",2020-05-22,"Australia",7
"2557","recovered",2020-05-22,"Belgium",135
"2558","recovered",2020-05-22,"China",22
"2559","recovered",2020-05-22,"Italy",2160
"2560","recovered",2020-05-22,"Japan",333
"2561","recovered",2020-05-22,"Spain",0
"2562","recovered",2020-05-22,"US",51717
"2563","confirmed",2020-05-23,"Australia",15
"2564","confirmed",2020-05-23,"Belgium",299
"2565","confirmed",2020-05-23,"China",3
"2566","confirmed",2020-05-23,"Italy",669
"2567","confirmed",2020-05-23,"Japan",25
"2568","confirmed",2020-05-23,"Spain",466
"2569","confirmed",2020-05-23,"US",21823
"2570","death",2020-05-23,"Australia",1
"2571","death",2020-05-23,"Belgium",25
"2572","death",2020-05-23,"China",0
"2573","death",2020-05-23,"Italy",119
"2574","death",2020-05-23,"Japan",9
"2575","death",2020-05-23,"Spain",50
"2576","death",2020-05-23,"US",1121
"2577","recovered",2020-05-23,"Australia",23
"2578","recovered",2020-05-23,"Belgium",32
"2579","recovered",2020-05-23,"China",3
"2580","recovered",2020-05-23,"Italy",2120
"2581","recovered",2020-05-23,"Japan",239
"2582","recovered",2020-05-23,"Spain",0
"2583","recovered",2020-05-23,"US",11104
"2584","confirmed",2020-05-24,"Australia",0
"2585","confirmed",2020-05-24,"Belgium",282
"2586","confirmed",2020-05-24,"China",11
"2587","confirmed",2020-05-24,"Italy",531
"2588","confirmed",2020-05-24,"Japan",41
"2589","confirmed",2020-05-24,"Spain",482
"2590","confirmed",2020-05-24,"US",20813
"2591","death",2020-05-24,"Australia",0
"2592","death",2020-05-24,"Belgium",43
"2593","death",2020-05-24,"China",0
"2594","death",2020-05-24,"Italy",50
"2595","death",2020-05-24,"Japan",7
"2596","death",2020-05-24,"Spain",74
"2597","death",2020-05-24,"US",608
"2598","recovered",2020-05-24,"Australia",23
"2599","recovered",2020-05-24,"Belgium",117
"2600","recovered",2020-05-24,"China",8
"2601","recovered",2020-05-24,"Italy",1639
"2602","recovered",2020-05-24,"Japan",169
"2603","recovered",2020-05-24,"Spain",0
"2604","recovered",2020-05-24,"US",5497
"2605","confirmed",2020-05-25,"Australia",12
"2606","confirmed",2020-05-25,"Belgium",250
"2607","confirmed",2020-05-25,"China",7
"2608","confirmed",2020-05-25,"Italy",300
"2609","confirmed",2020-05-25,"Japan",21
"2610","confirmed",2020-05-25,"Spain",-372
"2611","confirmed",2020-05-25,"US",18991
"2612","death",2020-05-25,"Australia",0
"2613","death",2020-05-25,"Belgium",32
"2614","death",2020-05-25,"China",0
"2615","death",2020-05-25,"Italy",92
"2616","death",2020-05-25,"Japan",5
"2617","death",2020-05-25,"Spain",-1918
"2618","death",2020-05-25,"US",513
"2619","recovered",2020-05-25,"Australia",21
"2620","recovered",2020-05-25,"Belgium",25
"2621","recovered",2020-05-25,"China",9
"2622","recovered",2020-05-25,"Italy",1502
"2623","recovered",2020-05-25,"Japan",199
"2624","recovered",2020-05-25,"Spain",0
"2625","recovered",2020-05-25,"US",12421
"2626","confirmed",2020-05-26,"Australia",13
"2627","confirmed",2020-05-26,"Belgium",113
"2628","confirmed",2020-05-26,"China",1
"2629","confirmed",2020-05-26,"Italy",397
"2630","confirmed",2020-05-26,"Japan",30
"2631","confirmed",2020-05-26,"Spain",859
"2632","confirmed",2020-05-26,"US",18883
"2633","death",2020-05-26,"Australia",1
"2634","death",2020-05-26,"Belgium",22
"2635","death",2020-05-26,"China",0
"2636","death",2020-05-26,"Italy",78
"2637","death",2020-05-26,"Japan",6
"2638","death",2020-05-26,"Spain",283
"2639","death",2020-05-26,"US",685
"2640","recovered",2020-05-26,"Australia",8
"2641","recovered",2020-05-26,"Belgium",23
"2642","recovered",2020-05-26,"China",6
"2643","recovered",2020-05-26,"Italy",2677
"2644","recovered",2020-05-26,"Japan",198
"2645","recovered",2020-05-26,"Spain",0
"2646","recovered",2020-05-26,"US",5745
"2647","confirmed",2020-05-27,"Australia",11
"2648","confirmed",2020-05-27,"Belgium",137
"2649","confirmed",2020-05-27,"China",3
"2650","confirmed",2020-05-27,"Italy",584
"2651","confirmed",2020-05-27,"Japan",26
"2652","confirmed",2020-05-27,"Spain",0
