"","type","date","country","cases","province","long","lat"
"9510","death",2020-02-01,"China",0,"Guizhou",106.8748,26.8154
"9511","death",2020-02-01,"China",0,"Hainan",109.7453,19.1959
"9512","death",2020-02-01,"China",0,"Hebei",116.1306,39.549
"9513","death",2020-02-01,"China",0,"Heilongjiang",127.7615,47.862
"9514","death",2020-02-01,"China",0,"Henan",114.9042,37.8957
"9515","death",2020-02-01,"China",0,"Hong Kong",114.2,22.3
"9516","death",2020-02-01,"China",0,"Hunan",111.7088,27.6104
"9517","death",2020-02-01,"China",0,"Inner Mongolia",113.9448,44.0935
"9518","death",2020-02-01,"China",0,"Jiangsu",119.455,32.9711
"9519","death",2020-02-01,"China",0,"Jiangxi",115.7221,27.614
"9520","death",2020-02-01,"China",0,"Jilin",126.1923,43.6661
"9521","death",2020-02-01,"China",0,"Liaoning",122.6085,41.2956
"9522","death",2020-02-01,"China",0,"Macau",113.55,22.1667
"9523","death",2020-02-01,"China",0,"Ningxia",106.1655,37.2692
"9524","death",2020-02-01,"China",0,"Qinghai",95.9956,35.7452
"9525","death",2020-02-01,"China",0,"Shaanxi",108.8701,35.1917
"9526","death",2020-02-01,"China",0,"Shandong",118.1498,36.3427
"9527","death",2020-02-01,"China",0,"Shanghai",121.4491,31.202
"9528","death",2020-02-01,"China",0,"Shanxi",112.2922,37.5777
"9529","death",2020-02-01,"China",0,"Sichuan",102.7103,30.6171
"9530","death",2020-02-01,"China",0,"Tianjin",117.323,39.3054
"9531","death",2020-02-01,"China",0,"Tibet",88.0924,31.6927
"9532","death",2020-02-01,"China",0,"Xinjiang",85.2401,41.1129
"9533","death",2020-02-01,"China",0,"Yunnan",101.487,24.974
"9534","death",2020-02-01,"China",0,"Zhejiang",120.0934,29.1832
"9535","death",2020-02-01,"China",1,"Chongqing",107.874,30.0572
"9536","death",2020-02-01,"China",45,"Hubei",112.2707,30.9756
"9537","death",2020-02-01,"Germany",0,"",10.451526,51.165691
"9538","death",2020-02-01,"Italy",0,"",12.56738,41.87194
"9539","death",2020-02-01,"Japan",0,"",138.252924,36.204824
"9540","death",2020-02-01,"Spain",0,"",-3.74922,40.463667
"9541","death",2020-02-01,"US",0,"",-100,40
"9542","death",2020-02-02,"Australia",0,"Australian Capital Territory",149.0124,-35.4735
"9543","death",2020-02-02,"Australia",0,"New South Wales",151.2093,-33.8688
"9544","death",2020-02-02,"Australia",0,"Northern Territory",130.8456,-12.4634
"9545","death",2020-02-02,"Australia",0,"Queensland",153.0251,-27.4698
"9546","death",2020-02-02,"Australia",0,"South Australia",138.6007,-34.9285
"9547","death",2020-02-02,"Australia",0,"Tasmania",147.3272,-42.8821
"9548","death",2020-02-02,"Australia",0,"Victoria",144.9631,-37.8136
"9549","death",2020-02-02,"Australia",0,"Western Australia",115.8605,-31.9505
"9550","death",2020-02-02,"Belgium",0,"",4.469936,50.8333
"9551","death",2020-02-02,"China",0,"Anhui",117.2264,31.8257
"9552","death",2020-02-02,"China",0,"Beijing",116.4142,40.1824
"9553","death",2020-02-02,"China",0,"Fujian",117.9874,26.0789
"9554","death",2020-02-02,"China",0,"Gansu",104.2861,35.7518
"9555","death",2020-02-02,"China",0,"Guangdong",113.4244,23.3417
"9556","death",2020-02-02,"China",0,"Guangxi",108.7881,23.8298
"9557","death",2020-02-02,"China",0,"Guizhou",106.8748,26.8154
"9558","death",2020-02-02,"China",0,"Hainan",109.7453,19.1959
"9559","death",2020-02-02,"China",0,"Hebei",116.1306,39.549
"9560","death",2020-02-02,"China",0,"Heilongjiang",127.7615,47.862
"9561","death",2020-02-02,"China",0,"Henan",114.9042,37.8957
"9562","death",2020-02-02,"China",0,"Hong Kong",114.2,22.3
"9563","death",2020-02-02,"China",0,"Hunan",111.7088,27.6104
"9564","death",2020-02-02,"China",0,"Inner Mongolia",113.9448,44.0935
"9565","death",2020-02-02,"China",0,"Jiangsu",119.455,32.9711
"9566","death",2020-02-02,"China",0,"Jiangxi",115.7221,27.614
"9567","death",2020-02-02,"China",0,"Jilin",126.1923,43.6661
"9568","death",2020-02-02,"China",0,"Liaoning",122.6085,41.2956
"9569","death",2020-02-02,"China",0,"Macau",113.55,22.1667
"9570","death",2020-02-02,"China",0,"Ningxia",106.1655,37.2692
"9571","death",2020-02-02,"China",0,"Qinghai",95.9956,35.7452
"9572","death",2020-02-02,"China",0,"Shaanxi",108.8701,35.1917
"9573","death",2020-02-02,"China",0,"Shandong",118.1498,36.3427
"9574","death",2020-02-02,"China",0,"Shanghai",121.4491,31.202
"9575","death",2020-02-02,"China",0,"Shanxi",112.2922,37.5777
"9576","death",2020-02-02,"China",0,"Sichuan",102.7103,30.6171
"9577","death",2020-02-02,"China",0,"Tianjin",117.323,39.3054
"9578","death",2020-02-02,"China",0,"Tibet",88.0924,31.6927
"9579","death",2020-02-02,"China",0,"Xinjiang",85.2401,41.1129
"9580","death",2020-02-02,"China",0,"Yunnan",101.487,24.974
"9581","death",2020-02-02,"China",0,"Zhejiang",120.0934,29.1832
"9582","death",2020-02-02,"China",1,"Chongqing",107.874,30.0572
"9583","death",2020-02-02,"China",101,"Hubei",112.2707,30.9756
"9584","death",2020-02-02,"Germany",0,"",10.451526,51.165691
"9585","death",2020-02-02,"Italy",0,"",12.56738,41.87194
"9586","death",2020-02-02,"Japan",0,"",138.252924,36.204824
"9587","death",2020-02-02,"Spain",0,"",-3.74922,40.463667
"9588","death",2020-02-02,"US",0,"",-100,40
"9589","death",2020-02-03,"Australia",0,"Australian Capital Territory",149.0124,-35.4735
"9590","death",2020-02-03,"Australia",0,"New South Wales",151.2093,-33.8688
"9591","death",2020-02-03,"Australia",0,"Northern Territory",130.8456,-12.4634
"9592","death",2020-02-03,"Australia",0,"Queensland",153.0251,-27.4698
"9593","death",2020-02-03,"Australia",0,"South Australia",138.6007,-34.9285
"9594","death",2020-02-03,"Australia",0,"Tasmania",147.3272,-42.8821
"9595","death",2020-02-03,"Australia",0,"Victoria",144.9631,-37.8136
"9596","death",2020-02-03,"Australia",0,"Western Australia",115.8605,-31.9505
"9597","death",2020-02-03,"Belgium",0,"",4.469936,50.8333
"9598","death",2020-02-03,"China",0,"Anhui",117.2264,31.8257
"9599","death",2020-02-03,"China",0,"Beijing",116.4142,40.1824
"9600","death",2020-02-03,"China",0,"Chongqing",107.874,30.0572
"9601","death",2020-02-03,"China",0,"Fujian",117.9874,26.0789
"9602","death",2020-02-03,"China",0,"Gansu",104.2861,35.7518
"9603","death",2020-02-03,"China",0,"Guangdong",113.4244,23.3417
"9604","death",2020-02-03,"China",0,"Guangxi",108.7881,23.8298
"9605","death",2020-02-03,"China",0,"Guizhou",106.8748,26.8154
"9606","death",2020-02-03,"China",0,"Hainan",109.7453,19.1959
"9607","death",2020-02-03,"China",0,"Hebei",116.1306,39.549
"9608","death",2020-02-03,"China",0,"Heilongjiang",127.7615,47.862
"9609","death",2020-02-03,"China",0,"Henan",114.9042,37.8957
"9610","death",2020-02-03,"China",0,"Hong Kong",114.2,22.3
"9611","death",2020-02-03,"China",0,"Hunan",111.7088,27.6104
"9612","death",2020-02-03,"China",0,"Inner Mongolia",113.9448,44.0935
"9613","death",2020-02-03,"China",0,"Jiangsu",119.455,32.9711
"9614","death",2020-02-03,"China",0,"Jiangxi",115.7221,27.614
"9615","death",2020-02-03,"China",0,"Jilin",126.1923,43.6661
"9616","death",2020-02-03,"China",0,"Liaoning",122.6085,41.2956
"9617","death",2020-02-03,"China",0,"Macau",113.55,22.1667
"9618","death",2020-02-03,"China",0,"Ningxia",106.1655,37.2692
"9619","death",2020-02-03,"China",0,"Qinghai",95.9956,35.7452
"9620","death",2020-02-03,"China",0,"Shaanxi",108.8701,35.1917
"9621","death",2020-02-03,"China",0,"Shandong",118.1498,36.3427
"9622","death",2020-02-03,"China",0,"Shanghai",121.4491,31.202
"9623","death",2020-02-03,"China",0,"Shanxi",112.2922,37.5777
"9624","death",2020-02-03,"China",0,"Sichuan",102.7103,30.6171
"9625","death",2020-02-03,"China",0,"Tianjin",117.323,39.3054
"9626","death",2020-02-03,"China",0,"Tibet",88.0924,31.6927
"9627","death",2020-02-03,"China",0,"Xinjiang",85.2401,41.1129
"9628","death",2020-02-03,"China",0,"Yunnan",101.487,24.974
"9629","death",2020-02-03,"China",0,"Zhejiang",120.0934,29.1832
"9630","death",2020-02-03,"China",64,"Hubei",112.2707,30.9756
"9631","death",2020-02-03,"Germany",0,"",10.451526,51.165691
"9632","death",2020-02-03,"Italy",0,"",12.56738,41.87194
"9633","death",2020-02-03,"Japan",0,"",138.252924,36.204824
"9634","death",2020-02-03,"Spain",0,"",-3.74922,40.463667
"9635","death",2020-02-03,"US",0,"",-100,40
"9636","death",2020-02-04,"Australia",0,"Australian Capital Territory",149.0124,-35.4735
"9637","death",2020-02-04,"Australia",0,"New South Wales",151.2093,-33.8688
"9638","death",2020-02-04,"Australia",0,"Northern Territory",130.8456,-12.4634
"9639","death",2020-02-04,"Australia",0,"Queensland",153.0251,-27.4698
"9640","death",2020-02-04,"Australia",0,"South Australia",138.6007,-34.9285
"9641","death",2020-02-04,"Australia",0,"Tasmania",147.3272,-42.8821
"9642","death",2020-02-04,"Australia",0,"Victoria",144.9631,-37.8136
"9643","death",2020-02-04,"Australia",0,"Western Australia",115.8605,-31.9505
"9644","death",2020-02-04,"Belgium",0,"",4.469936,50.8333
"9645","death",2020-02-04,"China",0,"Anhui",117.2264,31.8257
"9646","death",2020-02-04,"China",0,"Beijing",116.4142,40.1824
"9647","death",2020-02-04,"China",0,"Chongqing",107.874,30.0572
"9648","death",2020-02-04,"China",0,"Fujian",117.9874,26.0789
"9649","death",2020-02-04,"China",0,"Gansu",104.2861,35.7518
"9650","death",2020-02-04,"China",0,"Guangdong",113.4244,23.3417
"9651","death",2020-02-04,"China",0,"Guangxi",108.7881,23.8298
"9652","death",2020-02-04,"China",0,"Guizhou",106.8748,26.8154
"9653","death",2020-02-04,"China",0,"Hainan",109.7453,19.1959
"9654","death",2020-02-04,"China",0,"Hebei",116.1306,39.549
"9655","death",2020-02-04,"China",0,"Heilongjiang",127.7615,47.862
"9656","death",2020-02-04,"China",0,"Henan",114.9042,37.8957
"9657","death",2020-02-04,"China",0,"Hunan",111.7088,27.6104
"9658","death",2020-02-04,"China",0,"Inner Mongolia",113.9448,44.0935
"9659","death",2020-02-04,"China",0,"Jiangsu",119.455,32.9711
"9660","death",2020-02-04,"China",0,"Jiangxi",115.7221,27.614
"9661","death",2020-02-04,"China",0,"Jilin",126.1923,43.6661
"9662","death",2020-02-04,"China",0,"Liaoning",122.6085,41.2956
"9663","death",2020-02-04,"China",0,"Macau",113.55,22.1667
"9664","death",2020-02-04,"China",0,"Ningxia",106.1655,37.2692
"9665","death",2020-02-04,"China",0,"Qinghai",95.9956,35.7452
"9666","death",2020-02-04,"China",0,"Shaanxi",108.8701,35.1917
"9667","death",2020-02-04,"China",0,"Shandong",118.1498,36.3427
"9668","death",2020-02-04,"China",0,"Shanghai",121.4491,31.202
"9669","death",2020-02-04,"China",0,"Shanxi",112.2922,37.5777
"9670","death",2020-02-04,"China",0,"Sichuan",102.7103,30.6171
"9671","death",2020-02-04,"China",0,"Tianjin",117.323,39.3054
"9672","death",2020-02-04,"China",0,"Tibet",88.0924,31.6927
"9673","death",2020-02-04,"China",0,"Xinjiang",85.2401,41.1129
"9674","death",2020-02-04,"China",0,"Yunnan",101.487,24.974
"9675","death",2020-02-04,"China",0,"Zhejiang",120.0934,29.1832
"9676","death",2020-02-04,"China",1,"Hong Kong",114.2,22.3
"9677","death",2020-02-04,"China",65,"Hubei",112.2707,30.9756
"9678","death",2020-02-04,"Germany",0,"",10.451526,51.165691
"9679","death",2020-02-04,"Italy",0,"",12.56738,41.87194
"9680","death",2020-02-04,"Japan",0,"",138.252924,36.204824
"9681","death",2020-02-04,"Spain",0,"",-3.74922,40.463667
"9682","death",2020-02-04,"US",0,"",-100,40
"9683","death",2020-02-05,"Australia",0,"Australian Capital Territory",149.0124,-35.4735
"9684","death",2020-02-05,"Australia",0,"New South Wales",151.2093,-33.8688
"9685","death",2020-02-05,"Australia",0,"Northern Territory",130.8456,-12.4634
"9686","death",2020-02-05,"Australia",0,"Queensland",153.0251,-27.4698
"9687","death",2020-02-05,"Australia",0,"South Australia",138.6007,-34.9285
"9688","death",2020-02-05,"Australia",0,"Tasmania",147.3272,-42.8821
"9689","death",2020-02-05,"Australia",0,"Victoria",144.9631,-37.8136
"9690","death",2020-02-05,"Australia",0,"Western Australia",115.8605,-31.9505
"9691","death",2020-02-05,"Belgium",0,"",4.469936,50.8333
"9692","death",2020-02-05,"China",0,"Anhui",117.2264,31.8257
"9693","death",2020-02-05,"China",0,"Beijing",116.4142,40.1824
"9694","death",2020-02-05,"China",0,"Chongqing",107.874,30.0572
"9695","death",2020-02-05,"China",0,"Fujian",117.9874,26.0789
"9696","death",2020-02-05,"China",0,"Gansu",104.2861,35.7518
"9697","death",2020-02-05,"China",0,"Guangdong",113.4244,23.3417
"9698","death",2020-02-05,"China",0,"Guangxi",108.7881,23.8298
"9699","death",2020-02-05,"China",0,"Hainan",109.7453,19.1959
"9700","death",2020-02-05,"China",0,"Hebei",116.1306,39.549
"9701","death",2020-02-05,"China",0,"Heilongjiang",127.7615,47.862
"9702","death",2020-02-05,"China",0,"Henan",114.9042,37.8957
"9703","death",2020-02-05,"China",0,"Hong Kong",114.2,22.3
"9704","death",2020-02-05,"China",0,"Hunan",111.7088,27.6104
"9705","death",2020-02-05,"China",0,"Inner Mongolia",113.9448,44.0935
"9706","death",2020-02-05,"China",0,"Jiangsu",119.455,32.9711
"9707","death",2020-02-05,"China",0,"Jiangxi",115.7221,27.614
"9708","death",2020-02-05,"China",0,"Jilin",126.1923,43.6661
"9709","death",2020-02-05,"China",0,"Liaoning",122.6085,41.2956
"9710","death",2020-02-05,"China",0,"Macau",113.55,22.1667
"9711","death",2020-02-05,"China",0,"Ningxia",106.1655,37.2692
"9712","death",2020-02-05,"China",0,"Qinghai",95.9956,35.7452
"9713","death",2020-02-05,"China",0,"Shaanxi",108.8701,35.1917
"9714","death",2020-02-05,"China",0,"Shandong",118.1498,36.3427
"9715","death",2020-02-05,"China",0,"Shanghai",121.4491,31.202
"9716","death",2020-02-05,"China",0,"Shanxi",112.2922,37.5777
"9717","death",2020-02-05,"China",0,"Sichuan",102.7103,30.6171
"9718","death",2020-02-05,"China",0,"Tibet",88.0924,31.6927
"9719","death",2020-02-05,"China",0,"Xinjiang",85.2401,41.1129
"9720","death",2020-02-05,"China",0,"Yunnan",101.487,24.974
"9721","death",2020-02-05,"China",0,"Zhejiang",120.0934,29.1832
"9722","death",2020-02-05,"China",1,"Guizhou",106.8748,26.8154
"9723","death",2020-02-05,"China",1,"Tianjin",117.323,39.3054
"9724","death",2020-02-05,"China",70,"Hubei",112.2707,30.9756
"9725","death",2020-02-05,"Germany",0,"",10.451526,51.165691
"9726","death",2020-02-05,"Italy",0,"",12.56738,41.87194
"9727","death",2020-02-05,"Japan",0,"",138.252924,36.204824
"9728","death",2020-02-05,"Spain",0,"",-3.74922,40.463667
"9729","death",2020-02-05,"US",0,"",-100,40
"9730","death",2020-02-06,"Australia",0,"Australian Capital Territory",149.0124,-35.4735
"9731","death",2020-02-06,"Australia",0,"New South Wales",151.2093,-33.8688
"9732","death",2020-02-06,"Australia",0,"Northern Territory",130.8456,-12.4634
"9733","death",2020-02-06,"Australia",0,"Queensland",153.0251,-27.4698
"9734","death",2020-02-06,"Australia",0,"South Australia",138.6007,-34.9285
"9735","death",2020-02-06,"Australia",0,"Tasmania",147.3272,-42.8821
"9736","death",2020-02-06,"Australia",0,"Victoria",144.9631,-37.8136
"9737","death",2020-02-06,"Australia",0,"Western Australia",115.8605,-31.9505
"9738","death",2020-02-06,"Belgium",0,"",4.469936,50.8333
"9739","death",2020-02-06,"China",0,"Anhui",117.2264,31.8257
"9740","death",2020-02-06,"China",0,"Beijing",116.4142,40.1824
"9741","death",2020-02-06,"China",0,"Chongqing",107.874,30.0572
"9742","death",2020-02-06,"China",0,"Fujian",117.9874,26.0789
"9743","death",2020-02-06,"China",0,"Gansu",104.2861,35.7518
"9744","death",2020-02-06,"China",0,"Guangdong",113.4244,23.3417
"9745","death",2020-02-06,"China",0,"Guangxi",108.7881,23.8298
"9746","death",2020-02-06,"China",0,"Guizhou",106.8748,26.8154
"9747","death",2020-02-06,"China",0,"Hainan",109.7453,19.1959
"9748","death",2020-02-06,"China",0,"Hebei",116.1306,39.549
"9749","death",2020-02-06,"China",0,"Henan",114.9042,37.8957
"9750","death",2020-02-06,"China",0,"Hong Kong",114.2,22.3
"9751","death",2020-02-06,"China",0,"Hunan",111.7088,27.6104
"9752","death",2020-02-06,"China",0,"Inner Mongolia",113.9448,44.0935
"9753","death",2020-02-06,"China",0,"Jiangsu",119.455,32.9711
"9754","death",2020-02-06,"China",0,"Jiangxi",115.7221,27.614
"9755","death",2020-02-06,"China",0,"Jilin",126.1923,43.6661
"9756","death",2020-02-06,"China",0,"Liaoning",122.6085,41.2956
"9757","death",2020-02-06,"China",0,"Macau",113.55,22.1667
"9758","death",2020-02-06,"China",0,"Ningxia",106.1655,37.2692
"9759","death",2020-02-06,"China",0,"Qinghai",95.9956,35.7452
"9760","death",2020-02-06,"China",0,"Shaanxi",108.8701,35.1917
"9761","death",2020-02-06,"China",0,"Shandong",118.1498,36.3427
"9762","death",2020-02-06,"China",0,"Shanghai",121.4491,31.202
"9763","death",2020-02-06,"China",0,"Shanxi",112.2922,37.5777
"9764","death",2020-02-06,"China",0,"Sichuan",102.7103,30.6171
"9765","death",2020-02-06,"China",0,"Tianjin",117.323,39.3054
"9766","death",2020-02-06,"China",0,"Tibet",88.0924,31.6927
"9767","death",2020-02-06,"China",0,"Xinjiang",85.2401,41.1129
"9768","death",2020-02-06,"China",0,"Yunnan",101.487,24.974
"9769","death",2020-02-06,"China",0,"Zhejiang",120.0934,29.1832
"9770","death",2020-02-06,"China",1,"Heilongjiang",127.7615,47.862
"9771","death",2020-02-06,"China",69,"Hubei",112.2707,30.9756
"9772","death",2020-02-06,"Germany",0,"",10.451526,51.165691
"9773","death",2020-02-06,"Italy",0,"",12.56738,41.87194
"9774","death",2020-02-06,"Japan",0,"",138.252924,36.204824
"9775","death",2020-02-06,"Spain",0,"",-3.74922,40.463667
"9776","death",2020-02-06,"US",0,"",-100,40
"9777","death",2020-02-07,"Australia",0,"Australian Capital Territory",149.0124,-35.4735
"9778","death",2020-02-07,"Australia",0,"New South Wales",151.2093,-33.8688
"9779","death",2020-02-07,"Australia",0,"Northern Territory",130.8456,-12.4634
"9780","death",2020-02-07,"Australia",0,"Queensland",153.0251,-27.4698
"9781","death",2020-02-07,"Australia",0,"South Australia",138.6007,-34.9285
"9782","death",2020-02-07,"Australia",0,"Tasmania",147.3272,-42.8821
"9783","death",2020-02-07,"Australia",0,"Victoria",144.9631,-37.8136
"9784","death",2020-02-07,"Australia",0,"Western Australia",115.8605,-31.9505
"9785","death",2020-02-07,"Belgium",0,"",4.469936,50.8333
"9786","death",2020-02-07,"China",0,"Anhui",117.2264,31.8257
"9787","death",2020-02-07,"China",0,"Beijing",116.4142,40.1824
"9788","death",2020-02-07,"China",0,"Chongqing",107.874,30.0572
"9789","death",2020-02-07,"China",0,"Fujian",117.9874,26.0789
"9790","death",2020-02-07,"China",0,"Gansu",104.2861,35.7518
"9791","death",2020-02-07,"China",0,"Guangxi",108.7881,23.8298
"9792","death",2020-02-07,"China",0,"Guizhou",106.8748,26.8154
"9793","death",2020-02-07,"China",0,"Hebei",116.1306,39.549
"9794","death",2020-02-07,"China",0,"Heilongjiang",127.7615,47.862
"9795","death",2020-02-07,"China",0,"Hong Kong",114.2,22.3
"9796","death",2020-02-07,"China",0,"Hunan",111.7088,27.6104
"9797","death",2020-02-07,"China",0,"Inner Mongolia",113.9448,44.0935
"9798","death",2020-02-07,"China",0,"Jiangsu",119.455,32.9711
"9799","death",2020-02-07,"China",0,"Jiangxi",115.7221,27.614
"9800","death",2020-02-07,"China",0,"Liaoning",122.6085,41.2956
"9801","death",2020-02-07,"China",0,"Macau",113.55,22.1667
"9802","death",2020-02-07,"China",0,"Ningxia",106.1655,37.2692
"9803","death",2020-02-07,"China",0,"Qinghai",95.9956,35.7452
"9804","death",2020-02-07,"China",0,"Shaanxi",108.8701,35.1917
"9805","death",2020-02-07,"China",0,"Shandong",118.1498,36.3427
"9806","death",2020-02-07,"China",0,"Shanghai",121.4491,31.202
"9807","death",2020-02-07,"China",0,"Shanxi",112.2922,37.5777
"9808","death",2020-02-07,"China",0,"Sichuan",102.7103,30.6171
"9809","death",2020-02-07,"China",0,"Tianjin",117.323,39.3054
"9810","death",2020-02-07,"China",0,"Tibet",88.0924,31.6927
"9811","death",2020-02-07,"China",0,"Xinjiang",85.2401,41.1129
"9812","death",2020-02-07,"China",0,"Yunnan",101.487,24.974
"9813","death",2020-02-07,"China",0,"Zhejiang",120.0934,29.1832
"9814","death",2020-02-07,"China",1,"Guangdong",113.4244,23.3417
"9815","death",2020-02-07,"China",1,"Hainan",109.7453,19.1959
"9816","death",2020-02-07,"China",1,"Henan",114.9042,37.8957
"9817","death",2020-02-07,"China",1,"Jilin",126.1923,43.6661
"9818","death",2020-02-07,"China",81,"Hubei",112.2707,30.9756
"9819","death",2020-02-07,"Germany",0,"",10.451526,51.165691
"9820","death",2020-02-07,"Italy",0,"",12.56738,41.87194
"9821","death",2020-02-07,"Japan",0,"",138.252924,36.204824
"9822","death",2020-02-07,"Spain",0,"",-3.74922,40.463667
"9823","death",2020-02-07,"US",0,"",-100,40
"9824","death",2020-02-08,"Australia",0,"Australian Capital Territory",149.0124,-35.4735
"9825","death",2020-02-08,"Australia",0,"New South Wales",151.2093,-33.8688
"9826","death",2020-02-08,"Australia",0,"Northern Territory",130.8456,-12.4634
"9827","death",2020-02-08,"Australia",0,"Queensland",153.0251,-27.4698
"9828","death",2020-02-08,"Australia",0,"South Australia",138.6007,-34.9285
"9829","death",2020-02-08,"Australia",0,"Tasmania",147.3272,-42.8821
"9830","death",2020-02-08,"Australia",0,"Victoria",144.9631,-37.8136
"9831","death",2020-02-08,"Australia",0,"Western Australia",115.8605,-31.9505
"9832","death",2020-02-08,"Belgium",0,"",4.469936,50.8333
"9833","death",2020-02-08,"China",0,"Anhui",117.2264,31.8257
"9834","death",2020-02-08,"China",0,"Chongqing",107.874,30.0572
"9835","death",2020-02-08,"China",0,"Fujian",117.9874,26.0789
"9836","death",2020-02-08,"China",0,"Guangdong",113.4244,23.3417
"9837","death",2020-02-08,"China",0,"Guangxi",108.7881,23.8298
"9838","death",2020-02-08,"China",0,"Guizhou",106.8748,26.8154
"9839","death",2020-02-08,"China",0,"Hainan",109.7453,19.1959
"9840","death",2020-02-08,"China",0,"Hebei",116.1306,39.549
"9841","death",2020-02-08,"China",0,"Hong Kong",114.2,22.3
"9842","death",2020-02-08,"China",0,"Inner Mongolia",113.9448,44.0935
"9843","death",2020-02-08,"China",0,"Jiangsu",119.455,32.9711
"9844","death",2020-02-08,"China",0,"Jiangxi",115.7221,27.614
"9845","death",2020-02-08,"China",0,"Jilin",126.1923,43.6661
"9846","death",2020-02-08,"China",0,"Liaoning",122.6085,41.2956
"9847","death",2020-02-08,"China",0,"Macau",113.55,22.1667
"9848","death",2020-02-08,"China",0,"Ningxia",106.1655,37.2692
"9849","death",2020-02-08,"China",0,"Qinghai",95.9956,35.7452
"9850","death",2020-02-08,"China",0,"Shaanxi",108.8701,35.1917
"9851","death",2020-02-08,"China",0,"Shandong",118.1498,36.3427
"9852","death",2020-02-08,"China",0,"Shanghai",121.4491,31.202
"9853","death",2020-02-08,"China",0,"Shanxi",112.2922,37.5777
"9854","death",2020-02-08,"China",0,"Sichuan",102.7103,30.6171
"9855","death",2020-02-08,"China",0,"Tianjin",117.323,39.3054
"9856","death",2020-02-08,"China",0,"Tibet",88.0924,31.6927
"9857","death",2020-02-08,"China",0,"Xinjiang",85.2401,41.1129
"9858","death",2020-02-08,"China",0,"Yunnan",101.487,24.974
"9859","death",2020-02-08,"China",0,"Zhejiang",120.0934,29.1832
"9860","death",2020-02-08,"China",1,"Beijing",116.4142,40.1824
"9861","death",2020-02-08,"China",1,"Gansu",104.2861,35.7518
"9862","death",2020-02-08,"China",1,"Henan",114.9042,37.8957
"9863","death",2020-02-08,"China",1,"Hunan",111.7088,27.6104
"9864","death",2020-02-08,"China",2,"Heilongjiang",127.7615,47.862
"9865","death",2020-02-08,"China",81,"Hubei",112.2707,30.9756
"9866","death",2020-02-08,"Germany",0,"",10.451526,51.165691
"9867","death",2020-02-08,"Italy",0,"",12.56738,41.87194
"9868","death",2020-02-08,"Japan",0,"",138.252924,36.204824
"9869","death",2020-02-08,"Spain",0,"",-3.74922,40.463667
"9870","death",2020-02-08,"US",0,"",-100,40
"9871","death",2020-02-09,"Australia",0,"Australian Capital Territory",149.0124,-35.4735
"9872","death",2020-02-09,"Australia",0,"New South Wales",151.2093,-33.8688
"9873","death",2020-02-09,"Australia",0,"Northern Territory",130.8456,-12.4634
"9874","death",2020-02-09,"Australia",0,"Queensland",153.0251,-27.4698
"9875","death",2020-02-09,"Australia",0,"South Australia",138.6007,-34.9285
"9876","death",2020-02-09,"Australia",0,"Tasmania",147.3272,-42.8821
"9877","death",2020-02-09,"Australia",0,"Victoria",144.9631,-37.8136
"9878","death",2020-02-09,"Australia",0,"Western Australia",115.8605,-31.9505
"9879","death",2020-02-09,"Belgium",0,"",4.469936,50.8333
"9880","death",2020-02-09,"China",0,"Beijing",116.4142,40.1824
"9881","death",2020-02-09,"China",0,"Chongqing",107.874,30.0572
"9882","death",2020-02-09,"China",0,"Fujian",117.9874,26.0789
"9883","death",2020-02-09,"China",0,"Guangdong",113.4244,23.3417
"9884","death",2020-02-09,"China",0,"Guizhou",106.8748,26.8154
"9885","death",2020-02-09,"China",0,"Hong Kong",114.2,22.3
"9886","death",2020-02-09,"China",0,"Hunan",111.7088,27.6104
"9887","death",2020-02-09,"China",0,"Inner Mongolia",113.9448,44.0935
"9888","death",2020-02-09,"China",0,"Jiangsu",119.455,32.9711
"9889","death",2020-02-09,"China",0,"Jiangxi",115.7221,27.614
"9890","death",2020-02-09,"China",0,"Jilin",126.1923,43.6661
"9891","death",2020-02-09,"China",0,"Liaoning",122.6085,41.2956
"9892","death",2020-02-09,"China",0,"Macau",113.55,22.1667
"9893","death",2020-02-09,"China",0,"Ningxia",106.1655,37.2692
"9894","death",2020-02-09,"China",0,"Qinghai",95.9956,35.7452
"9895","death",2020-02-09,"China",0,"Shaanxi",108.8701,35.1917
"9896","death",2020-02-09,"China",0,"Shanghai",121.4491,31.202
"9897","death",2020-02-09,"China",0,"Shanxi",112.2922,37.5777
"9898","death",2020-02-09,"China",0,"Sichuan",102.7103,30.6171
"9899","death",2020-02-09,"China",0,"Tianjin",117.323,39.3054
"9900","death",2020-02-09,"China",0,"Tibet",88.0924,31.6927
"9901","death",2020-02-09,"China",0,"Xinjiang",85.2401,41.1129
"9902","death",2020-02-09,"China",0,"Yunnan",101.487,24.974
"9903","death",2020-02-09,"China",0,"Zhejiang",120.0934,29.1832
"9904","death",2020-02-09,"China",1,"Anhui",117.2264,31.8257
"9905","death",2020-02-09,"China",1,"Gansu",104.2861,35.7518
"9906","death",2020-02-09,"China",1,"Guangxi",108.7881,23.8298
"9907","death",2020-02-09,"China",1,"Hainan",109.7453,19.1959
"9908","death",2020-02-09,"China",1,"Hebei",116.1306,39.549
"9909","death",2020-02-09,"China",1,"Heilongjiang",127.7615,47.862
"9910","death",2020-02-09,"China",1,"Shandong",118.1498,36.3427
"9911","death",2020-02-09,"China",2,"Henan",114.9042,37.8957
