"","type","date","country","cases","province","long","lat"
"4751","confirmed",2020-05-02,"Australia",0,"Western Australia",115.8605,-31.9505
"4752","confirmed",2020-05-02,"Australia",1,"Queensland",153.0251,-27.4698
"4753","confirmed",2020-05-02,"Australia",2,"Northern Territory",130.8456,-12.4634
"4754","confirmed",2020-05-02,"Australia",5,"New South Wales",151.2093,-33.8688
"4755","confirmed",2020-05-02,"Australia",13,"Victoria",144.9631,-37.8136
"4756","confirmed",2020-05-02,"Belgium",485,"",4.469936,50.8333
"4757","confirmed",2020-05-02,"China",0,"Anhui",117.2264,31.8257
"4758","confirmed",2020-05-02,"China",0,"Beijing",116.4142,40.1824
"4759","confirmed",2020-05-02,"China",0,"Chongqing",107.874,30.0572
"4760","confirmed",2020-05-02,"China",0,"Fujian",117.9874,26.0789
"4761","confirmed",2020-05-02,"China",0,"Gansu",104.2861,35.7518
"4762","confirmed",2020-05-02,"China",0,"Guangdong",113.4244,23.3417
"4763","confirmed",2020-05-02,"China",0,"Guangxi",108.7881,23.8298
"4764","confirmed",2020-05-02,"China",0,"Guizhou",106.8748,26.8154
"4765","confirmed",2020-05-02,"China",0,"Hainan",109.7453,19.1959
"4766","confirmed",2020-05-02,"China",0,"Hebei",116.1306,39.549
"4767","confirmed",2020-05-02,"China",0,"Heilongjiang",127.7615,47.862
"4768","confirmed",2020-05-02,"China",0,"Henan",114.9042,37.8957
"4769","confirmed",2020-05-02,"China",0,"Hong Kong",114.2,22.3
"4770","confirmed",2020-05-02,"China",0,"Hubei",112.2707,30.9756
"4771","confirmed",2020-05-02,"China",0,"Hunan",111.7088,27.6104
"4772","confirmed",2020-05-02,"China",0,"Inner Mongolia",113.9448,44.0935
"4773","confirmed",2020-05-02,"China",0,"Jiangsu",119.455,32.9711
"4774","confirmed",2020-05-02,"China",0,"Jiangxi",115.7221,27.614
"4775","confirmed",2020-05-02,"China",0,"Jilin",126.1923,43.6661
"4776","confirmed",2020-05-02,"China",0,"Liaoning",122.6085,41.2956
"4777","confirmed",2020-05-02,"China",0,"Macau",113.55,22.1667
"4778","confirmed",2020-05-02,"China",0,"Ningxia",106.1655,37.2692
"4779","confirmed",2020-05-02,"China",0,"Qinghai",95.9956,35.7452
"4780","confirmed",2020-05-02,"China",0,"Shaanxi",108.8701,35.1917
"4781","confirmed",2020-05-02,"China",0,"Shandong",118.1498,36.3427
"4782","confirmed",2020-05-02,"China",0,"Shanghai",121.4491,31.202
"4783","confirmed",2020-05-02,"China",0,"Shanxi",112.2922,37.5777
"4784","confirmed",2020-05-02,"China",0,"Sichuan",102.7103,30.6171
"4785","confirmed",2020-05-02,"China",0,"Tianjin",117.323,39.3054
"4786","confirmed",2020-05-02,"China",0,"Tibet",88.0924,31.6927
"4787","confirmed",2020-05-02,"China",0,"Xinjiang",85.2401,41.1129
"4788","confirmed",2020-05-02,"China",0,"Yunnan",101.487,24.974
"4789","confirmed",2020-05-02,"China",0,"Zhejiang",120.0934,29.1832
"4790","confirmed",2020-05-02,"Germany",890,"",10.451526,51.165691
"4791","confirmed",2020-05-02,"Italy",1900,"",12.56738,41.87194
"4792","confirmed",2020-05-02,"Japan",303,"",138.252924,36.204824
"4793","confirmed",2020-05-02,"Spain",1366,"",-3.74922,40.463667
"4794","confirmed",2020-05-02,"US",29195,"",-100,40
"4795","confirmed",2020-05-03,"Australia",-2,"New South Wales",151.2093,-33.8688
"4796","confirmed",2020-05-03,"Australia",0,"Australian Capital Territory",149.0124,-35.4735
"4797","confirmed",2020-05-03,"Australia",0,"Northern Territory",130.8456,-12.4634
"4798","confirmed",2020-05-03,"Australia",0,"South Australia",138.6007,-34.9285
"4799","confirmed",2020-05-03,"Australia",0,"Tasmania",147.3272,-42.8821
"4800","confirmed",2020-05-03,"Australia",0,"Western Australia",115.8605,-31.9505
"4801","confirmed",2020-05-03,"Australia",3,"Queensland",153.0251,-27.4698
"4802","confirmed",2020-05-03,"Australia",22,"Victoria",144.9631,-37.8136
"4803","confirmed",2020-05-03,"Belgium",389,"",4.469936,50.8333
"4804","confirmed",2020-05-03,"China",0,"Anhui",117.2264,31.8257
"4805","confirmed",2020-05-03,"China",0,"Beijing",116.4142,40.1824
"4806","confirmed",2020-05-03,"China",0,"Chongqing",107.874,30.0572
"4807","confirmed",2020-05-03,"China",0,"Fujian",117.9874,26.0789
"4808","confirmed",2020-05-03,"China",0,"Gansu",104.2861,35.7518
"4809","confirmed",2020-05-03,"China",0,"Guangdong",113.4244,23.3417
"4810","confirmed",2020-05-03,"China",0,"Guangxi",108.7881,23.8298
"4811","confirmed",2020-05-03,"China",0,"Guizhou",106.8748,26.8154
"4812","confirmed",2020-05-03,"China",0,"Hainan",109.7453,19.1959
"4813","confirmed",2020-05-03,"China",0,"Hebei",116.1306,39.549
"4814","confirmed",2020-05-03,"China",0,"Heilongjiang",127.7615,47.862
"4815","confirmed",2020-05-03,"China",0,"Henan",114.9042,37.8957
"4816","confirmed",2020-05-03,"China",0,"Hong Kong",114.2,22.3
"4817","confirmed",2020-05-03,"China",0,"Hubei",112.2707,30.9756
"4818","confirmed",2020-05-03,"China",0,"Hunan",111.7088,27.6104
"4819","confirmed",2020-05-03,"China",0,"Inner Mongolia",113.9448,44.0935
"4820","confirmed",2020-05-03,"China",0,"Jiangsu",119.455,32.9711
"4821","confirmed",2020-05-03,"China",0,"Jiangxi",115.7221,27.614
"4822","confirmed",2020-05-03,"China",0,"Jilin",126.1923,43.6661
"4823","confirmed",2020-05-03,"China",0,"Liaoning",122.6085,41.2956
"4824","confirmed",2020-05-03,"China",0,"Macau",113.55,22.1667
"4825","confirmed",2020-05-03,"China",0,"Ningxia",106.1655,37.2692
"4826","confirmed",2020-05-03,"China",0,"Qinghai",95.9956,35.7452
"4827","confirmed",2020-05-03,"China",0,"Shaanxi",108.8701,35.1917
"4828","confirmed",2020-05-03,"China",0,"Sichuan",102.7103,30.6171
"4829","confirmed",2020-05-03,"China",0,"Tianjin",117.323,39.3054
"4830","confirmed",2020-05-03,"China",0,"Tibet",88.0924,31.6927
"4831","confirmed",2020-05-03,"China",0,"Xinjiang",85.2401,41.1129
"4832","confirmed",2020-05-03,"China",0,"Yunnan",101.487,24.974
"4833","confirmed",2020-05-03,"China",0,"Zhejiang",120.0934,29.1832
"4834","confirmed",2020-05-03,"China",1,"Shandong",118.1498,36.3427
"4835","confirmed",2020-05-03,"China",1,"Shanxi",112.2922,37.5777
"4836","confirmed",2020-05-03,"China",3,"Shanghai",121.4491,31.202
"4837","confirmed",2020-05-03,"Germany",697,"",10.451526,51.165691
"4838","confirmed",2020-05-03,"Italy",1389,"",12.56738,41.87194
"4839","confirmed",2020-05-03,"Japan",200,"",138.252924,36.204824
"4840","confirmed",2020-05-03,"Spain",884,"",-3.74922,40.463667
"4841","confirmed",2020-05-03,"US",25587,"",-100,40
"4842","confirmed",2020-05-04,"Australia",0,"Northern Territory",130.8456,-12.4634
"4843","confirmed",2020-05-04,"Australia",0,"South Australia",138.6007,-34.9285
"4844","confirmed",2020-05-04,"Australia",0,"Tasmania",147.3272,-42.8821
"4845","confirmed",2020-05-04,"Australia",0,"Western Australia",115.8605,-31.9505
"4846","confirmed",2020-05-04,"Australia",1,"Australian Capital Territory",149.0124,-35.4735
"4847","confirmed",2020-05-04,"Australia",2,"New South Wales",151.2093,-33.8688
"4848","confirmed",2020-05-04,"Australia",5,"Queensland",153.0251,-27.4698
"4849","confirmed",2020-05-04,"Australia",17,"Victoria",144.9631,-37.8136
"4850","confirmed",2020-05-04,"Belgium",361,"",4.469936,50.8333
"4851","confirmed",2020-05-04,"China",0,"Anhui",117.2264,31.8257
"4852","confirmed",2020-05-04,"China",0,"Beijing",116.4142,40.1824
"4853","confirmed",2020-05-04,"China",0,"Chongqing",107.874,30.0572
"4854","confirmed",2020-05-04,"China",0,"Fujian",117.9874,26.0789
"4855","confirmed",2020-05-04,"China",0,"Gansu",104.2861,35.7518
"4856","confirmed",2020-05-04,"China",0,"Guangdong",113.4244,23.3417
"4857","confirmed",2020-05-04,"China",0,"Guangxi",108.7881,23.8298
"4858","confirmed",2020-05-04,"China",0,"Guizhou",106.8748,26.8154
"4859","confirmed",2020-05-04,"China",0,"Hainan",109.7453,19.1959
"4860","confirmed",2020-05-04,"China",0,"Hebei",116.1306,39.549
"4861","confirmed",2020-05-04,"China",0,"Heilongjiang",127.7615,47.862
"4862","confirmed",2020-05-04,"China",0,"Henan",114.9042,37.8957
"4863","confirmed",2020-05-04,"China",0,"Hubei",112.2707,30.9756
"4864","confirmed",2020-05-04,"China",0,"Hunan",111.7088,27.6104
"4865","confirmed",2020-05-04,"China",0,"Inner Mongolia",113.9448,44.0935
"4866","confirmed",2020-05-04,"China",0,"Jiangsu",119.455,32.9711
"4867","confirmed",2020-05-04,"China",0,"Jiangxi",115.7221,27.614
"4868","confirmed",2020-05-04,"China",0,"Jilin",126.1923,43.6661
"4869","confirmed",2020-05-04,"China",0,"Liaoning",122.6085,41.2956
"4870","confirmed",2020-05-04,"China",0,"Macau",113.55,22.1667
"4871","confirmed",2020-05-04,"China",0,"Ningxia",106.1655,37.2692
"4872","confirmed",2020-05-04,"China",0,"Qinghai",95.9956,35.7452
"4873","confirmed",2020-05-04,"China",0,"Shaanxi",108.8701,35.1917
"4874","confirmed",2020-05-04,"China",0,"Shandong",118.1498,36.3427
"4875","confirmed",2020-05-04,"China",0,"Shanxi",112.2922,37.5777
"4876","confirmed",2020-05-04,"China",0,"Sichuan",102.7103,30.6171
"4877","confirmed",2020-05-04,"China",0,"Tianjin",117.323,39.3054
"4878","confirmed",2020-05-04,"China",0,"Tibet",88.0924,31.6927
"4879","confirmed",2020-05-04,"China",0,"Xinjiang",85.2401,41.1129
"4880","confirmed",2020-05-04,"China",0,"Yunnan",101.487,24.974
"4881","confirmed",2020-05-04,"China",0,"Zhejiang",120.0934,29.1832
"4882","confirmed",2020-05-04,"China",1,"Hong Kong",114.2,22.3
"4883","confirmed",2020-05-04,"China",1,"Shanghai",121.4491,31.202
"4884","confirmed",2020-05-04,"Germany",488,"",10.451526,51.165691
"4885","confirmed",2020-05-04,"Italy",1221,"",12.56738,41.87194
"4886","confirmed",2020-05-04,"Japan",168,"",138.252924,36.204824
"4887","confirmed",2020-05-04,"Spain",545,"",-3.74922,40.463667
"4888","confirmed",2020-05-04,"US",22475,"",-100,40
"4889","confirmed",2020-05-05,"Australia",0,"Australian Capital Territory",149.0124,-35.4735
"4890","confirmed",2020-05-05,"Australia",0,"Northern Territory",130.8456,-12.4634
"4891","confirmed",2020-05-05,"Australia",0,"Queensland",153.0251,-27.4698
"4892","confirmed",2020-05-05,"Australia",0,"South Australia",138.6007,-34.9285
"4893","confirmed",2020-05-05,"Australia",0,"Western Australia",115.8605,-31.9505
"4894","confirmed",2020-05-05,"Australia",4,"Tasmania",147.3272,-42.8821
"4895","confirmed",2020-05-05,"Australia",7,"New South Wales",151.2093,-33.8688
"4896","confirmed",2020-05-05,"Australia",17,"Victoria",144.9631,-37.8136
"4897","confirmed",2020-05-05,"Belgium",242,"",4.469936,50.8333
"4898","confirmed",2020-05-05,"China",0,"Anhui",117.2264,31.8257
"4899","confirmed",2020-05-05,"China",0,"Beijing",116.4142,40.1824
"4900","confirmed",2020-05-05,"China",0,"Chongqing",107.874,30.0572
"4901","confirmed",2020-05-05,"China",0,"Fujian",117.9874,26.0789
"4902","confirmed",2020-05-05,"China",0,"Gansu",104.2861,35.7518
"4903","confirmed",2020-05-05,"China",0,"Guangdong",113.4244,23.3417
"4904","confirmed",2020-05-05,"China",0,"Guangxi",108.7881,23.8298
"4905","confirmed",2020-05-05,"China",0,"Guizhou",106.8748,26.8154
"4906","confirmed",2020-05-05,"China",0,"Hainan",109.7453,19.1959
"4907","confirmed",2020-05-05,"China",0,"Hebei",116.1306,39.549
"4908","confirmed",2020-05-05,"China",0,"Heilongjiang",127.7615,47.862
"4909","confirmed",2020-05-05,"China",0,"Henan",114.9042,37.8957
"4910","confirmed",2020-05-05,"China",0,"Hong Kong",114.2,22.3
"4911","confirmed",2020-05-05,"China",0,"Hubei",112.2707,30.9756
"4912","confirmed",2020-05-05,"China",0,"Hunan",111.7088,27.6104
"4913","confirmed",2020-05-05,"China",0,"Inner Mongolia",113.9448,44.0935
"4914","confirmed",2020-05-05,"China",0,"Jiangsu",119.455,32.9711
"4915","confirmed",2020-05-05,"China",0,"Jiangxi",115.7221,27.614
"4916","confirmed",2020-05-05,"China",0,"Jilin",126.1923,43.6661
"4917","confirmed",2020-05-05,"China",0,"Liaoning",122.6085,41.2956
"4918","confirmed",2020-05-05,"China",0,"Macau",113.55,22.1667
"4919","confirmed",2020-05-05,"China",0,"Ningxia",106.1655,37.2692
"4920","confirmed",2020-05-05,"China",0,"Qinghai",95.9956,35.7452
"4921","confirmed",2020-05-05,"China",0,"Shandong",118.1498,36.3427
"4922","confirmed",2020-05-05,"China",0,"Shanghai",121.4491,31.202
"4923","confirmed",2020-05-05,"China",0,"Shanxi",112.2922,37.5777
"4924","confirmed",2020-05-05,"China",0,"Sichuan",102.7103,30.6171
"4925","confirmed",2020-05-05,"China",0,"Tianjin",117.323,39.3054
"4926","confirmed",2020-05-05,"China",0,"Tibet",88.0924,31.6927
"4927","confirmed",2020-05-05,"China",0,"Xinjiang",85.2401,41.1129
"4928","confirmed",2020-05-05,"China",0,"Yunnan",101.487,24.974
"4929","confirmed",2020-05-05,"China",0,"Zhejiang",120.0934,29.1832
"4930","confirmed",2020-05-05,"China",2,"Shaanxi",108.8701,35.1917
"4931","confirmed",2020-05-05,"Germany",855,"",10.451526,51.165691
"4932","confirmed",2020-05-05,"Italy",1075,"",12.56738,41.87194
"4933","confirmed",2020-05-05,"Japan",125,"",138.252924,36.204824
"4934","confirmed",2020-05-05,"Spain",1318,"",-3.74922,40.463667
"4935","confirmed",2020-05-05,"US",24185,"",-100,40
"4936","confirmed",2020-05-06,"Australia",0,"Australian Capital Territory",149.0124,-35.4735
"4937","confirmed",2020-05-06,"Australia",0,"Northern Territory",130.8456,-12.4634
"4938","confirmed",2020-05-06,"Australia",0,"South Australia",138.6007,-34.9285
"4939","confirmed",2020-05-06,"Australia",0,"Western Australia",115.8605,-31.9505
"4940","confirmed",2020-05-06,"Australia",1,"Tasmania",147.3272,-42.8821
"4941","confirmed",2020-05-06,"Australia",2,"New South Wales",151.2093,-33.8688
"4942","confirmed",2020-05-06,"Australia",2,"Queensland",153.0251,-27.4698
"4943","confirmed",2020-05-06,"Australia",14,"Victoria",144.9631,-37.8136
"4944","confirmed",2020-05-06,"Belgium",272,"",4.469936,50.8333
"4945","confirmed",2020-05-06,"China",0,"Anhui",117.2264,31.8257
"4946","confirmed",2020-05-06,"China",0,"Beijing",116.4142,40.1824
"4947","confirmed",2020-05-06,"China",0,"Chongqing",107.874,30.0572
"4948","confirmed",2020-05-06,"China",0,"Fujian",117.9874,26.0789
"4949","confirmed",2020-05-06,"China",0,"Gansu",104.2861,35.7518
"4950","confirmed",2020-05-06,"China",0,"Guangxi",108.7881,23.8298
"4951","confirmed",2020-05-06,"China",0,"Guizhou",106.8748,26.8154
"4952","confirmed",2020-05-06,"China",0,"Hainan",109.7453,19.1959
"4953","confirmed",2020-05-06,"China",0,"Hebei",116.1306,39.549
"4954","confirmed",2020-05-06,"China",0,"Heilongjiang",127.7615,47.862
"4955","confirmed",2020-05-06,"China",0,"Henan",114.9042,37.8957
"4956","confirmed",2020-05-06,"China",0,"Hong Kong",114.2,22.3
"4957","confirmed",2020-05-06,"China",0,"Hubei",112.2707,30.9756
"4958","confirmed",2020-05-06,"China",0,"Hunan",111.7088,27.6104
"4959","confirmed",2020-05-06,"China",0,"Inner Mongolia",113.9448,44.0935
"4960","confirmed",2020-05-06,"China",0,"Jiangsu",119.455,32.9711
"4961","confirmed",2020-05-06,"China",0,"Jiangxi",115.7221,27.614
"4962","confirmed",2020-05-06,"China",0,"Jilin",126.1923,43.6661
"4963","confirmed",2020-05-06,"China",0,"Liaoning",122.6085,41.2956
"4964","confirmed",2020-05-06,"China",0,"Macau",113.55,22.1667
"4965","confirmed",2020-05-06,"China",0,"Ningxia",106.1655,37.2692
"4966","confirmed",2020-05-06,"China",0,"Qinghai",95.9956,35.7452
"4967","confirmed",2020-05-06,"China",0,"Shaanxi",108.8701,35.1917
"4968","confirmed",2020-05-06,"China",0,"Shandong",118.1498,36.3427
"4969","confirmed",2020-05-06,"China",0,"Shanxi",112.2922,37.5777
"4970","confirmed",2020-05-06,"China",0,"Sichuan",102.7103,30.6171
"4971","confirmed",2020-05-06,"China",0,"Tianjin",117.323,39.3054
"4972","confirmed",2020-05-06,"China",0,"Tibet",88.0924,31.6927
"4973","confirmed",2020-05-06,"China",0,"Xinjiang",85.2401,41.1129
"4974","confirmed",2020-05-06,"China",0,"Yunnan",101.487,24.974
"4975","confirmed",2020-05-06,"China",0,"Zhejiang",120.0934,29.1832
"4976","confirmed",2020-05-06,"China",1,"Guangdong",113.4244,23.3417
"4977","confirmed",2020-05-06,"China",1,"Shanghai",121.4491,31.202
"4978","confirmed",2020-05-06,"Germany",1155,"",10.451526,51.165691
"4979","confirmed",2020-05-06,"Italy",1444,"",12.56738,41.87194
"4980","confirmed",2020-05-06,"Japan",101,"",138.252924,36.204824
"4981","confirmed",2020-05-06,"Spain",996,"",-3.74922,40.463667
"4982","confirmed",2020-05-06,"US",25256,"",-100,40
"4983","confirmed",2020-05-07,"Australia",0,"Australian Capital Territory",149.0124,-35.4735
"4984","confirmed",2020-05-07,"Australia",0,"Northern Territory",130.8456,-12.4634
"4985","confirmed",2020-05-07,"Australia",0,"Queensland",153.0251,-27.4698
"4986","confirmed",2020-05-07,"Australia",1,"South Australia",138.6007,-34.9285
"4987","confirmed",2020-05-07,"Australia",1,"Tasmania",147.3272,-42.8821
"4988","confirmed",2020-05-07,"Australia",1,"Western Australia",115.8605,-31.9505
"4989","confirmed",2020-05-07,"Australia",3,"New South Wales",151.2093,-33.8688
"4990","confirmed",2020-05-07,"Australia",13,"Victoria",144.9631,-37.8136
"4991","confirmed",2020-05-07,"Belgium",639,"",4.469936,50.8333
"4992","confirmed",2020-05-07,"China",0,"Anhui",117.2264,31.8257
"4993","confirmed",2020-05-07,"China",0,"Beijing",116.4142,40.1824
"4994","confirmed",2020-05-07,"China",0,"Chongqing",107.874,30.0572
"4995","confirmed",2020-05-07,"China",0,"Fujian",117.9874,26.0789
"4996","confirmed",2020-05-07,"China",0,"Gansu",104.2861,35.7518
"4997","confirmed",2020-05-07,"China",0,"Guangdong",113.4244,23.3417
"4998","confirmed",2020-05-07,"China",0,"Guangxi",108.7881,23.8298
"4999","confirmed",2020-05-07,"China",0,"Guizhou",106.8748,26.8154
"5000","confirmed",2020-05-07,"China",0,"Hainan",109.7453,19.1959
"5001","confirmed",2020-05-07,"China",0,"Hebei",116.1306,39.549
"5002","confirmed",2020-05-07,"China",0,"Heilongjiang",127.7615,47.862
"5003","confirmed",2020-05-07,"China",0,"Henan",114.9042,37.8957
"5004","confirmed",2020-05-07,"China",0,"Hubei",112.2707,30.9756
"5005","confirmed",2020-05-07,"China",0,"Hunan",111.7088,27.6104
"5006","confirmed",2020-05-07,"China",0,"Inner Mongolia",113.9448,44.0935
"5007","confirmed",2020-05-07,"China",0,"Jiangsu",119.455,32.9711
"5008","confirmed",2020-05-07,"China",0,"Jiangxi",115.7221,27.614
"5009","confirmed",2020-05-07,"China",0,"Liaoning",122.6085,41.2956
"5010","confirmed",2020-05-07,"China",0,"Macau",113.55,22.1667
"5011","confirmed",2020-05-07,"China",0,"Ningxia",106.1655,37.2692
"5012","confirmed",2020-05-07,"China",0,"Qinghai",95.9956,35.7452
"5013","confirmed",2020-05-07,"China",0,"Shaanxi",108.8701,35.1917
"5014","confirmed",2020-05-07,"China",0,"Shandong",118.1498,36.3427
"5015","confirmed",2020-05-07,"China",0,"Shanghai",121.4491,31.202
"5016","confirmed",2020-05-07,"China",0,"Shanxi",112.2922,37.5777
"5017","confirmed",2020-05-07,"China",0,"Sichuan",102.7103,30.6171
"5018","confirmed",2020-05-07,"China",0,"Tianjin",117.323,39.3054
"5019","confirmed",2020-05-07,"China",0,"Tibet",88.0924,31.6927
"5020","confirmed",2020-05-07,"China",0,"Xinjiang",85.2401,41.1129
"5021","confirmed",2020-05-07,"China",0,"Yunnan",101.487,24.974
"5022","confirmed",2020-05-07,"China",0,"Zhejiang",120.0934,29.1832
"5023","confirmed",2020-05-07,"China",1,"Jilin",126.1923,43.6661
"5024","confirmed",2020-05-07,"China",4,"Hong Kong",114.2,22.3
"5025","confirmed",2020-05-07,"Germany",1268,"",10.451526,51.165691
"5026","confirmed",2020-05-07,"Italy",1401,"",12.56738,41.87194
"5027","confirmed",2020-05-07,"Japan",98,"",138.252924,36.204824
"5028","confirmed",2020-05-07,"Spain",1122,"",-3.74922,40.463667
"5029","confirmed",2020-05-07,"US",27882,"",-100,40
"5030","confirmed",2020-05-08,"Australia",0,"Australian Capital Territory",149.0124,-35.4735
"5031","confirmed",2020-05-08,"Australia",0,"Northern Territory",130.8456,-12.4634
"5032","confirmed",2020-05-08,"Australia",0,"Queensland",153.0251,-27.4698
"5033","confirmed",2020-05-08,"Australia",0,"South Australia",138.6007,-34.9285
"5034","confirmed",2020-05-08,"Australia",0,"Tasmania",147.3272,-42.8821
"5035","confirmed",2020-05-08,"Australia",0,"Western Australia",115.8605,-31.9505
"5036","confirmed",2020-05-08,"Australia",1,"Victoria",144.9631,-37.8136
"5037","confirmed",2020-05-08,"Australia",4,"New South Wales",151.2093,-33.8688
"5038","confirmed",2020-05-08,"Belgium",591,"",4.469936,50.8333
"5039","confirmed",2020-05-08,"China",0,"Anhui",117.2264,31.8257
"5040","confirmed",2020-05-08,"China",0,"Beijing",116.4142,40.1824
"5041","confirmed",2020-05-08,"China",0,"Chongqing",107.874,30.0572
"5042","confirmed",2020-05-08,"China",0,"Fujian",117.9874,26.0789
"5043","confirmed",2020-05-08,"China",0,"Gansu",104.2861,35.7518
"5044","confirmed",2020-05-08,"China",0,"Guangdong",113.4244,23.3417
"5045","confirmed",2020-05-08,"China",0,"Guangxi",108.7881,23.8298
"5046","confirmed",2020-05-08,"China",0,"Guizhou",106.8748,26.8154
"5047","confirmed",2020-05-08,"China",0,"Hainan",109.7453,19.1959
"5048","confirmed",2020-05-08,"China",0,"Hebei",116.1306,39.549
"5049","confirmed",2020-05-08,"China",0,"Heilongjiang",127.7615,47.862
"5050","confirmed",2020-05-08,"China",0,"Henan",114.9042,37.8957
"5051","confirmed",2020-05-08,"China",0,"Hong Kong",114.2,22.3
"5052","confirmed",2020-05-08,"China",0,"Hubei",112.2707,30.9756
"5053","confirmed",2020-05-08,"China",0,"Hunan",111.7088,27.6104
"5054","confirmed",2020-05-08,"China",0,"Inner Mongolia",113.9448,44.0935
"5055","confirmed",2020-05-08,"China",0,"Jiangsu",119.455,32.9711
"5056","confirmed",2020-05-08,"China",0,"Jiangxi",115.7221,27.614
"5057","confirmed",2020-05-08,"China",0,"Jilin",126.1923,43.6661
"5058","confirmed",2020-05-08,"China",0,"Liaoning",122.6085,41.2956
"5059","confirmed",2020-05-08,"China",0,"Macau",113.55,22.1667
"5060","confirmed",2020-05-08,"China",0,"Ningxia",106.1655,37.2692
"5061","confirmed",2020-05-08,"China",0,"Qinghai",95.9956,35.7452
"5062","confirmed",2020-05-08,"China",0,"Shaanxi",108.8701,35.1917
"5063","confirmed",2020-05-08,"China",0,"Shandong",118.1498,36.3427
"5064","confirmed",2020-05-08,"China",0,"Shanghai",121.4491,31.202
"5065","confirmed",2020-05-08,"China",0,"Shanxi",112.2922,37.5777
"5066","confirmed",2020-05-08,"China",0,"Sichuan",102.7103,30.6171
"5067","confirmed",2020-05-08,"China",0,"Tibet",88.0924,31.6927
"5068","confirmed",2020-05-08,"China",0,"Xinjiang",85.2401,41.1129
"5069","confirmed",2020-05-08,"China",0,"Yunnan",101.487,24.974
"5070","confirmed",2020-05-08,"China",0,"Zhejiang",120.0934,29.1832
"5071","confirmed",2020-05-08,"China",1,"Tianjin",117.323,39.3054
"5072","confirmed",2020-05-08,"Germany",1158,"",10.451526,51.165691
"5073","confirmed",2020-05-08,"Italy",1327,"",12.56738,41.87194
"5074","confirmed",2020-05-08,"Japan",87,"",138.252924,36.204824
"5075","confirmed",2020-05-08,"Spain",1410,"",-3.74922,40.463667
"5076","confirmed",2020-05-08,"US",27178,"",-100,40
"5077","confirmed",2020-05-09,"Australia",0,"Australian Capital Territory",149.0124,-35.4735
"5078","confirmed",2020-05-09,"Australia",0,"Northern Territory",130.8456,-12.4634
"5079","confirmed",2020-05-09,"Australia",0,"Queensland",153.0251,-27.4698
"5080","confirmed",2020-05-09,"Australia",0,"South Australia",138.6007,-34.9285
"5081","confirmed",2020-05-09,"Australia",0,"Tasmania",147.3272,-42.8821
"5082","confirmed",2020-05-09,"Australia",0,"Western Australia",115.8605,-31.9505
"5083","confirmed",2020-05-09,"Australia",2,"New South Wales",151.2093,-33.8688
"5084","confirmed",2020-05-09,"Australia",19,"Victoria",144.9631,-37.8136
"5085","confirmed",2020-05-09,"Belgium",585,"",4.469936,50.8333
"5086","confirmed",2020-05-09,"China",0,"Anhui",117.2264,31.8257
"5087","confirmed",2020-05-09,"China",0,"Beijing",116.4142,40.1824
"5088","confirmed",2020-05-09,"China",0,"Chongqing",107.874,30.0572
"5089","confirmed",2020-05-09,"China",0,"Fujian",117.9874,26.0789
"5090","confirmed",2020-05-09,"China",0,"Gansu",104.2861,35.7518
"5091","confirmed",2020-05-09,"China",0,"Guangdong",113.4244,23.3417
"5092","confirmed",2020-05-09,"China",0,"Guangxi",108.7881,23.8298
"5093","confirmed",2020-05-09,"China",0,"Guizhou",106.8748,26.8154
"5094","confirmed",2020-05-09,"China",0,"Hainan",109.7453,19.1959
"5095","confirmed",2020-05-09,"China",0,"Hebei",116.1306,39.549
"5096","confirmed",2020-05-09,"China",0,"Heilongjiang",127.7615,47.862
"5097","confirmed",2020-05-09,"China",0,"Henan",114.9042,37.8957
"5098","confirmed",2020-05-09,"China",0,"Hong Kong",114.2,22.3
"5099","confirmed",2020-05-09,"China",0,"Hunan",111.7088,27.6104
"5100","confirmed",2020-05-09,"China",0,"Inner Mongolia",113.9448,44.0935
"5101","confirmed",2020-05-09,"China",0,"Jiangsu",119.455,32.9711
"5102","confirmed",2020-05-09,"China",0,"Jiangxi",115.7221,27.614
"5103","confirmed",2020-05-09,"China",0,"Liaoning",122.6085,41.2956
"5104","confirmed",2020-05-09,"China",0,"Macau",113.55,22.1667
"5105","confirmed",2020-05-09,"China",0,"Ningxia",106.1655,37.2692
"5106","confirmed",2020-05-09,"China",0,"Qinghai",95.9956,35.7452
"5107","confirmed",2020-05-09,"China",0,"Shaanxi",108.8701,35.1917
"5108","confirmed",2020-05-09,"China",0,"Shandong",118.1498,36.3427
"5109","confirmed",2020-05-09,"China",0,"Shanxi",112.2922,37.5777
"5110","confirmed",2020-05-09,"China",0,"Sichuan",102.7103,30.6171
"5111","confirmed",2020-05-09,"China",0,"Tianjin",117.323,39.3054
"5112","confirmed",2020-05-09,"China",0,"Tibet",88.0924,31.6927
"5113","confirmed",2020-05-09,"China",0,"Xinjiang",85.2401,41.1129
"5114","confirmed",2020-05-09,"China",0,"Yunnan",101.487,24.974
"5115","confirmed",2020-05-09,"China",0,"Zhejiang",120.0934,29.1832
"5116","confirmed",2020-05-09,"China",1,"Hubei",112.2707,30.9756
"5117","confirmed",2020-05-09,"China",2,"Shanghai",121.4491,31.202
"5118","confirmed",2020-05-09,"China",11,"Jilin",126.1923,43.6661
"5119","confirmed",2020-05-09,"Germany",736,"",10.451526,51.165691
