"","date","country","confirmed","death","recovered"
"652",2020-04-24,"Australia",15,4,89
"653",2020-04-24,"Belgium",1496,189,322
"654",2020-04-24,"China",15,0,126
"655",2020-04-24,"Italy",3021,420,2922
"656",2020-04-24,"Japan",385,9,36
"657",2020-04-24,"Spain",-10034,367,3105
"658",2020-04-24,"US",36291,2118,18876
"659",2020-04-25,"Australia",17,1,240
"660",2020-04-25,"Belgium",1032,238,295
"661",2020-04-25,"China",10,0,66
"662",2020-04-25,"Italy",2357,415,2622
"663",2020-04-25,"Japan",332,19,126
"664",2020-04-25,"Spain",2915,378,3353
"665",2020-04-25,"US",32921,1650,1293
"666",2020-04-26,"Australia",20,3,165
"667",2020-04-26,"Belgium",809,177,368
"668",2020-04-26,"China",3,1,102
"669",2020-04-26,"Italy",2324,260,1808
"670",2020-04-26,"Japan",219,16,153
"671",2020-04-26,"Spain",1729,288,2664
"672",2020-04-26,"US",27689,1293,6616
"673",2020-04-27,"Australia",7,0,47
"674",2020-04-27,"Belgium",553,113,93
"675",2020-04-27,"China",6,0,97
"676",2020-04-27,"Italy",1739,333,1696
"677",2020-04-27,"Japan",171,22,90
"678",2020-04-27,"Spain",1831,331,2503
"679",2020-04-27,"US",22465,1425,4436
"680",2020-04-28,"Australia",23,6,77
"681",2020-04-28,"Belgium",647,124,65
"682",2020-04-28,"China",22,0,48
"683",2020-04-28,"Italy",2091,382,2317
"684",2020-04-28,"Japan",284,19,0
"685",2020-04-28,"Spain",1308,301,1673
"686",2020-04-28,"US",24535,2219,4512
"687",2020-04-29,"Australia",8,2,50
"688",2020-04-29,"Belgium",525,170,340
"689",2020-04-29,"China",4,0,52
"690",2020-04-29,"Italy",2086,323,2311
"691",2020-04-29,"Japan",216,18,469
"692",2020-04-29,"Spain",2144,453,6399
"693",2020-04-29,"US",27520,2506,4784
"694",2020-04-30,"Australia",14,2,27
"695",2020-04-30,"Belgium",660,93,293
"696",2020-04-30,"China",12,0,49
"697",2020-04-30,"Italy",1872,285,4693
"698",2020-04-30,"Japan",208,27,92
"699",2020-04-30,"Spain",518,268,3103
"700",2020-04-30,"US",29629,2296,33227
"701",2020-05-01,"Australia",12,0,33
"702",2020-05-01,"Belgium",513,109,316
"703",2020-05-01,"China",3,0,50
"704",2020-05-01,"Italy",1965,269,2304
"705",2020-05-01,"Japan",274,29,515
"706",2020-05-01,"Spain",1781,0,0
"707",2020-05-01,"US",34162,1869,10068
"708",2020-05-02,"Australia",21,1,39
"709",2020-05-02,"Belgium",485,62,319
"710",2020-05-02,"China",0,0,13
"711",2020-05-02,"Italy",1900,474,1665
"712",2020-05-02,"Japan",303,26,230
"713",2020-05-02,"Spain",1366,557,5198
"714",2020-05-02,"US",29195,1556,11367
"715",2020-05-03,"Australia",23,1,35
"716",2020-05-03,"Belgium",389,79,98
"717",2020-05-03,"China",5,0,98
"718",2020-05-03,"Italy",1389,174,1740
"719",2020-05-03,"Japan",200,24,776
"720",2020-05-03,"Spain",884,164,1654
"721",2020-05-03,"US",25587,1096,4770
"722",2020-05-04,"Australia",25,1,38
"723",2020-05-04,"Belgium",361,80,69
"724",2020-05-04,"China",2,0,108
"725",2020-05-04,"Italy",1221,195,1225
"726",2020-05-04,"Japan",168,22,175
"727",2020-05-04,"Spain",545,164,2441
"728",2020-05-04,"US",22475,1309,7028
"729",2020-05-05,"Australia",28,1,88
"730",2020-05-05,"Belgium",242,92,63
"731",2020-05-05,"China",2,0,78
"732",2020-05-05,"Italy",1075,236,2352
"733",2020-05-05,"Japan",125,11,340
"734",2020-05-05,"Spain",1318,185,2143
"735",2020-05-05,"US",24185,2307,2611
"736",2020-05-06,"Australia",19,0,56
"737",2020-05-06,"Belgium",272,323,290
"738",2020-05-06,"China",2,0,59
"739",2020-05-06,"Italy",1444,369,8014
"740",2020-05-06,"Japan",101,12,0
"741",2020-05-06,"Spain",996,244,2516
"742",2020-05-06,"US",25256,2458,119
"743",2020-05-07,"Australia",19,0,47
"744",2020-05-07,"Belgium",639,76,249
"745",2020-05-07,"China",5,0,48
"746",2020-05-07,"Italy",1401,274,3031
"747",2020-05-07,"Japan",98,12,422
"748",2020-05-07,"Spain",1122,213,2509
"749",2020-05-07,"US",27882,1919,5126
"750",2020-05-08,"Australia",5,0,44
"751",2020-05-08,"Belgium",591,106,221
"752",2020-05-08,"China",1,0,16
"753",2020-05-08,"Italy",1327,243,2747
"754",2020-05-08,"Japan",87,17,228
"755",2020-05-08,"Spain",1410,229,2637
"756",2020-05-08,"US",27178,1727,3957
"757",2020-05-09,"Australia",21,0,19
"758",2020-05-09,"Belgium",585,60,210
"759",2020-05-09,"China",14,0,134
"760",2020-05-09,"Italy",1083,194,4008
"761",2020-05-09,"Japan",115,20,760
"762",2020-05-09,"Spain",721,179,2804
"763",2020-05-09,"US",25733,1479,13541
"764",2020-05-10,"Australia",9,0,26
"765",2020-05-10,"Belgium",485,75,231
"766",2020-05-10,"China",20,0,40
"767",2020-05-10,"Italy",802,165,2155
"768",2020-05-10,"Japan",69,12,2221
"769",2020-05-10,"Spain",772,143,2214
"770",2020-05-10,"US",19764,879,3635
"771",2020-05-11,"Australia",22,0,46
"772",2020-05-11,"Belgium",368,51,55
"773",2020-05-11,"China",1,0,31
"774",2020-05-11,"Italy",744,179,1401
"775",2020-05-11,"Japan",37,19,166
"776",2020-05-11,"Spain",3086,123,973
"777",2020-05-11,"US",18878,1013,16564
"778",2020-05-12,"Australia",10,1,57
"779",2020-05-12,"Belgium",330,54,35
"780",2020-05-12,"China",7,0,24
"781",2020-05-12,"Italy",1402,172,2452
"782",2020-05-12,"Japan",87,22,238
"783",2020-05-12,"Spain",594,176,1841
"784",2020-05-12,"US",22190,1615,-2446
"785",2020-05-13,"Australia",9,0,27
"786",2020-05-13,"Belgium",202,82,205
"787",2020-05-13,"China",6,0,24
"788",2020-05-13,"Italy",888,195,3502
"789",2020-05-13,"Japan",50,19,389
"790",2020-05-13,"Spain",661,184,1843
"791",2020-05-13,"US",20958,1751,13143
"792",2020-05-14,"Australia",30,0,37
"793",2020-05-14,"Belgium",307,60,174
"794",2020-05-14,"China",5,0,15
"795",2020-05-14,"Italy",992,262,2747
"796",2020-05-14,"Japan",98,16,948
"797",2020-05-14,"Spain",849,217,2551
"798",2020-05-14,"US",27617,1774,2984
"799",2020-05-15,"Australia",16,0,25
"800",2020-05-15,"Belgium",356,56,190
"801",2020-05-15,"China",9,0,20
"802",2020-05-15,"Italy",789,242,4917
"803",2020-05-15,"Japan",52,18,470
"804",2020-05-15,"Spain",643,138,1409
"805",2020-05-15,"US",25300,1661,4333
"806",2020-05-16,"Australia",9,0,5
"807",2020-05-16,"Belgium",345,46,159
"808",2020-05-16,"China",6,1,12
"809",2020-05-16,"Italy",875,153,2605
"810",2020-05-16,"Japan",54,18,0
"811",2020-05-16,"Spain",515,104,1663
"812",2020-05-16,"US",25101,1223,17629
"813",2020-05-17,"Australia",10,1,28
"814",2020-05-17,"Belgium",291,47,170
"815",2020-05-17,"China",10,0,13
"816",2020-05-17,"Italy",675,145,2366
"817",2020-05-17,"Japan",24,9,815
"818",2020-05-17,"Spain",0,0,0
"819",2020-05-17,"US",19004,752,3889
"820",2020-05-18,"Australia",14,0,21
"821",2020-05-18,"Belgium",279,28,27
"822",2020-05-18,"China",9,0,4
"823",2020-05-18,"Italy",451,99,2150
"824",2020-05-18,"Japan",33,9,411
"825",2020-05-18,"Spain",908,146,3930
"826",2020-05-18,"US",21769,770,10913
"827",2020-05-19,"Australia",4,1,18
"828",2020-05-19,"Belgium",232,28,30
"829",2020-05-19,"China",0,0,0
"830",2020-05-19,"Italy",813,162,2075
"831",2020-05-19,"Japan",28,9,0
"832",2020-05-19,"Spain",431,69,0
"833",2020-05-19,"US",20449,1551,6214
"834",2020-05-20,"Australia",9,0,39
"835",2020-05-20,"Belgium",192,42,160
"836",2020-05-20,"China",0,0,0
"837",2020-05-20,"Italy",665,161,2881
"838",2020-05-20,"Japan",34,13,0
"839",2020-05-20,"Spain",518,110,0
"840",2020-05-20,"US",23807,1568,4920
"841",2020-05-21,"Australia",14,1,8
"842",2020-05-21,"Belgium",252,36,141
"843",2020-05-21,"China",0,0,0
"844",2020-05-21,"Italy",642,156,2278
"845",2020-05-21,"Japan",41,8,1108
"846",2020-05-21,"Spain",482,52,0
"847",2020-05-21,"US",25355,1223,4106
"848",2020-05-22,"Australia",4,0,7
"849",2020-05-22,"Belgium",276,26,135
"850",2020-05-22,"China",18,0,22
"851",2020-05-22,"Italy",652,130,2160
"852",2020-05-22,"Japan",23,10,333
"853",2020-05-22,"Spain",1787,688,0
"854",2020-05-22,"US",24141,1269,51717
"855",2020-05-23,"Australia",15,1,23
"856",2020-05-23,"Belgium",299,25,32
"857",2020-05-23,"China",3,0,3
"858",2020-05-23,"Italy",669,119,2120
"859",2020-05-23,"Japan",25,9,239
"860",2020-05-23,"Spain",466,50,0
"861",2020-05-23,"US",21823,1121,11104
"862",2020-05-24,"Australia",0,0,23
"863",2020-05-24,"Belgium",282,43,117
"864",2020-05-24,"China",11,0,8
"865",2020-05-24,"Italy",531,50,1639
"866",2020-05-24,"Japan",41,7,169
"867",2020-05-24,"Spain",482,74,0
"868",2020-05-24,"US",20813,608,5497
"869",2020-05-25,"Australia",12,0,21
"870",2020-05-25,"Belgium",250,32,25
"871",2020-05-25,"China",7,0,9
"872",2020-05-25,"Italy",300,92,1502
"873",2020-05-25,"Japan",21,5,199
"874",2020-05-25,"Spain",-372,-1918,0
"875",2020-05-25,"US",18991,513,12421
"876",2020-05-26,"Australia",13,1,8
"877",2020-05-26,"Belgium",113,22,23
"878",2020-05-26,"China",1,0,6
"879",2020-05-26,"Italy",397,78,2677
"880",2020-05-26,"Japan",30,6,198
"881",2020-05-26,"Spain",859,283,0
"882",2020-05-26,"US",18883,685,5745
"883",2020-05-27,"Australia",11,0,19
"884",2020-05-27,"Belgium",137,30,145
"885",2020-05-27,"China",3,0,9
"886",2020-05-27,"Italy",584,117,2443
"887",2020-05-27,"Japan",26,7,163
"888",2020-05-27,"Spain",0,0,0
"889",2020-05-27,"US",18282,1509,6606
"890",2020-05-28,"Australia",15,0,-3
"891",2020-05-28,"Belgium",257,24,107
"892",2020-05-28,"China",0,0,4
"893",2020-05-28,"Italy",593,70,3503
"894",2020-05-28,"Japan",70,11,123
"895",2020-05-28,"Spain",1647,2,0
"896",2020-05-28,"US",22815,1182,8483
"897",2020-05-29,"Australia",19,0,29
"898",2020-05-29,"Belgium",212,42,110
"899",2020-05-29,"China",17,0,11
"900",2020-05-29,"Italy",516,87,2240
"901",2020-05-29,"Japan",75,6,117
"902",2020-05-29,"Spain",658,2,0
"903",2020-05-29,"US",24504,1166,6455
"904",2020-05-30,"Australia",8,0,9
"905",2020-05-30,"Belgium",125,23,87
"906",2020-05-30,"China",5,0,4
"907",2020-05-30,"Italy",416,111,2789
"908",2020-05-30,"Japan",43,7,54
"909",2020-05-30,"Spain",664,4,0
"910",2020-05-30,"US",24450,969,10015
"911",2020-05-31,"Australia",10,0,4
"912",2020-05-31,"Belgium",195,14,118
"913",2020-05-31,"China",18,0,3
"914",2020-05-31,"Italy",333,75,1874
"915",2020-05-31,"Japan",35,4,75
"916",2020-05-31,"Spain",251,2,0
"917",2020-05-31,"US",19910,586,28297
"918",2020-06-01,"Australia",19,-1,8
"919",2020-06-01,"Belgium",136,19,32
"920",2020-06-01,"China",8,0,9
"921",2020-06-01,"Italy",200,60,848
"922",2020-06-01,"Japan",36,1,121
"923",2020-06-01,"Spain",159,0,0
"924",2020-06-01,"US",17355,772,13473
"925",2020-06-02,"Australia",8,0,10
"926",2020-06-02,"Belgium",98,19,15
"927",2020-06-02,"China",7,0,2
"928",2020-06-02,"Italy",318,55,1737
"929",2020-06-02,"Japan",50,3,122
"930",2020-06-02,"Spain",294,0,0
"931",2020-06-02,"US",20895,1033,5637
"932",2020-06-03,"Australia",11,0,12
"933",2020-06-03,"Belgium",70,17,25
"934",2020-06-03,"China",-1,0,4
"935",2020-06-03,"Italy",321,71,846
"936",2020-06-03,"Japan",30,3,117
"937",2020-06-03,"Spain",394,1,0
"938",2020-06-03,"US",19958,990,15390
"939",2020-06-04,"Australia",7,0,35
"940",2020-06-04,"Belgium",82,26,89
"941",2020-06-04,"China",11,0,11
"942",2020-06-04,"Italy",177,88,957
"943",2020-06-04,"Japan",44,6,83
"944",2020-06-04,"Spain",334,5,0
"945",2020-06-04,"US",21351,1009,5744
"946",2020-06-05,"Australia",5,0,5
"947",2020-06-05,"Belgium",140,18,64
"948",2020-06-05,"China",6,0,5
"949",2020-06-05,"Italy",518,85,1886
"950",2020-06-05,"Japan",47,5,140
"951",2020-06-05,"Spain",318,1,0
"952",2020-06-05,"US",25224,970,6704
"953",2020-06-06,"Australia",7,0,15
"954",2020-06-06,"Belgium",165,14,78
"955",2020-06-06,"China",9,0,4
"956",2020-06-06,"Italy",270,72,1297
"957",2020-06-06,"Japan",42,-1,2
"958",2020-06-06,"Spain",332,1,0
"959",2020-06-06,"US",22732,680,9143
"960",2020-06-07,"Australia",6,0,3
"961",2020-06-07,"Belgium",154,15,101
"962",2020-06-07,"China",5,0,10
"963",2020-06-07,"Italy",197,53,759
"964",2020-06-07,"Japan",39,2,63
"965",2020-06-07,"Spain",240,1,0
"966",2020-06-07,"US",17731,451,5518
"967",2020-06-08,"Australia",2,0,14
"968",2020-06-08,"Belgium",122,11,24
"969",2020-06-08,"China",4,0,10
"970",2020-06-08,"Italy",280,65,747
"971",2020-06-08,"Japan",21,3,53
"972",2020-06-08,"Spain",167,0,0
"973",2020-06-08,"US",17415,505,12155
"974",2020-06-09,"Australia",7,0,20
"975",2020-06-09,"Belgium",89,13,9
"976",2020-06-09,"China",3,0,7
"977",2020-06-09,"Italy",283,79,2062
"978",2020-06-09,"Japan",51,0,98
"979",2020-06-09,"Spain",249,0,0
"980",2020-06-09,"US",18127,940,6333
"981",2020-06-10,"Australia",11,0,19
"982",2020-06-10,"Belgium",132,10,68
"983",2020-06-10,"China",11,0,5
"984",2020-06-10,"Italy",202,71,1293
"985",2020-06-10,"Japan",35,2,76
"986",2020-06-10,"Spain",314,0,0
"987",2020-06-10,"US",20794,917,8649
"988",2020-06-11,"Australia",4,0,23
"989",2020-06-11,"Belgium",142,7,61
"990",2020-06-11,"China",7,0,8
"991",2020-06-11,"Italy",379,53,1399
"992",2020-06-11,"Japan",41,0,16
"993",2020-06-11,"Spain",427,0,0
"994",2020-06-11,"US",22950,881,6788
"995",2020-06-12,"Australia",5,0,21
"996",2020-06-12,"Belgium",108,10,45
"997",2020-06-12,"China",12,0,8
"998",2020-06-12,"Italy",163,56,1747
"999",2020-06-12,"Japan",63,2,129
"1000",2020-06-12,"Spain",502,0,0
"1001",2020-06-12,"US",25330,822,7094
"1002",2020-06-13,"Australia",26,0,35
"1003",2020-06-13,"Belgium",99,4,49
"1004",2020-06-13,"China",58,0,3
"1005",2020-06-13,"Italy",346,78,1780
"1006",2020-06-13,"Japan",43,3,96
"1007",2020-06-13,"Spain",396,0,0
"1008",2020-06-13,"US",25556,750,9220
"1009",2020-06-14,"Australia",15,0,13
"1010",2020-06-14,"Belgium",111,5,42
"1011",2020-06-14,"China",49,0,7
"1012",2020-06-14,"Italy",338,44,1505
"1013",2020-06-14,"Japan",76,0,56
"1014",2020-06-14,"Spain",323,0,0
"1015",2020-06-14,"US",19824,298,5210
"1016",2020-06-15,"Australia",12,0,5
"1017",2020-06-15,"Belgium",71,6,21
"1018",2020-06-15,"China",43,0,7
"1019",2020-06-15,"Italy",301,26,640
"1020",2020-06-15,"Japan",70,2,53
"1021",2020-06-15,"Spain",181,0,0
"1022",2020-06-15,"US",19660,391,14518
"1023",2020-06-16,"Australia",23,0,5
"1024",2020-06-16,"Belgium",55,2,15
"1025",2020-06-16,"China",44,0,4
"1026",2020-06-16,"Italy",210,34,1516
"1027",2020-06-16,"Japan",45,5,85
"1028",2020-06-16,"Spain",219,0,0
"1029",2020-06-16,"US",23705,839,7169
"1030",2020-06-17,"Australia",21,0,16
"1031",2020-06-17,"Belgium",89,12,59
"1032",2020-06-17,"China",36,0,17
"1033",2020-06-17,"Italy",328,43,929
"1034",2020-06-17,"Japan",46,1,101
"1035",2020-06-17,"Spain",355,0,0
"1036",2020-06-17,"US",25559,751,8688
"1037",2020-06-18,"Australia",18,0,1
"1038",2020-06-18,"Belgium",104,8,40
"1039",2020-06-18,"China",36,0,5
"1040",2020-06-18,"Italy",331,66,1089
"1041",2020-06-18,"Japan",58,0,0
"1042",2020-06-18,"Spain",585,0,0
"1043",2020-06-18,"US",27809,704,6924
"1044",2020-06-19,"Australia",2,0,3
"1045",2020-06-19,"Belgium",128,12,27
"1046",2020-06-19,"China",0,0,0
"1047",2020-06-19,"Italy",-148,47,1363
"1048",2020-06-19,"Japan",70,16,91
"1049",2020-06-19,"Spain",307,1179,0
"1050",2020-06-19,"US",31480,672,7600
"1051",2020-06-20,"Australia",50,0,15
"1052",2020-06-20,"Belgium",74,1,20
"1053",2020-06-20,"China",59,1,19
"1054",2020-06-20,"Italy",264,49,546
"1055",2020-06-20,"Japan",67,4,104
"1056",2020-06-20,"Spain",363,7,0
"1057",2020-06-20,"US",32749,610,10745
"1058",2020-06-21,"Australia",13,0,7
"1059",2020-06-21,"Belgium",0,0,0
"1060",2020-06-21,"China",19,0,1
"1061",2020-06-21,"Italy",224,24,440
"1062",2020-06-21,"Japan",55,0,0
"1063",2020-06-21,"Spain",334,1,0
"1064",2020-06-21,"US",26439,255,4673
"1065",2020-06-22,"Australia",18,0,12
"1066",2020-06-22,"Belgium",0,0,0
"1067",2020-06-22,"China",52,0,12
"1068",2020-06-22,"Italy",221,23,533
"1069",2020-06-22,"Japan",40,0,9
"1070",2020-06-22,"Spain",232,1,0
"1071",2020-06-22,"US",30536,406,18065
"1072",2020-06-23,"Australia",29,1,9
"1073",2020-06-23,"Belgium",260,17,0
"1074",2020-06-23,"China",29,1,8
"1075",2020-06-23,"Italy",113,18,1159
"1076",2020-06-23,"Japan",59,10,139
"1077",2020-06-23,"Spain",248,1,0
"1078",2020-06-23,"US",35188,837,7350
"1079",2020-06-24,"Australia",37,1,7
"1080",2020-06-24,"Belgium",88,9,0
"1081",2020-06-24,"China",20,0,7
"1082",2020-06-24,"Italy",577,-31,1526
"1083",2020-06-24,"Japan",84,2,5
"1084",2020-06-24,"Spain",334,2,0
"1085",2020-06-24,"US",34935,757,8613
"1086",2020-06-25,"Australia",37,0,27
"1087",2020-06-25,"Belgium",109,4,119
"1088",2020-06-25,"China",28,1,10
"1089",2020-06-25,"Italy",296,34,614
"1090",2020-06-25,"Japan",92,4,41
"1091",2020-06-25,"Spain",400,3,0
"1092",2020-06-25,"US",39873,2422,7401
"1093",2020-06-26,"Australia",6,0,2
"1094",2020-06-26,"Belgium",99,5,28
"1095",2020-06-26,"China",24,0,8
"1096",2020-06-26,"Italy",255,30,890
"1097",2020-06-26,"Japan",107,0,82
"1098",2020-06-26,"Spain",419,8,0
"1099",2020-06-26,"US",45255,605,7247
"1100",2020-06-27,"Australia",85,0,33
"1101",2020-06-27,"Belgium",103,1,23
"1102",2020-06-27,"China",18,0,11
"1103",2020-06-27,"Italy",175,8,969
"1104",2020-06-27,"Japan",92,0,69
"1105",2020-06-27,"Spain",564,3,0
"1106",2020-06-27,"US",42705,489,8499
"1107",2020-06-28,"Australia",78,0,14
"1108",2020-06-28,"Belgium",86,0,0
"1109",2020-06-28,"China",14,0,18
"1110",2020-06-28,"Italy",174,22,307
"1111",2020-06-28,"Japan",112,1,34
"1112",2020-06-28,"Spain",301,2,0
"1113",2020-06-28,"US",39605,241,5856
"1114",2020-06-29,"Australia",70,0,30
"1115",2020-06-29,"Belgium",66,0,0
"1116",2020-06-29,"China",23,0,10
"1117",2020-06-29,"Italy",126,6,305
"1118",2020-06-29,"Japan",110,0,61
"1119",2020-06-29,"Spain",200,3,0
"1120",2020-06-29,"US",40804,350,20039
"1121",2020-06-30,"Australia",86,0,3
"1122",2020-06-30,"Belgium",66,15,43
"1123",2020-06-30,"China",5,0,13
"1124",2020-06-30,"Italy",142,23,1052
"1125",2020-06-30,"Japan",139,0,70
"1126",2020-06-30,"Spain",301,9,0
"1127",2020-06-30,"US",45746,721,15428
"1128",2020-07-01,"Australia",81,0,50
"1129",2020-07-01,"Belgium",82,7,37
"1130",2020-07-01,"China",31,0,18
"1131",2020-07-01,"Italy",182,21,469
"1132",2020-07-01,"Japan",223,4,105
"1133",2020-07-01,"Spain",388,9,0
"1134",2020-07-01,"US",51174,673,9363
"1135",2020-07-02,"Australia",65,0,40
"1136",2020-07-02,"Belgium",89,7,23
"1137",2020-07-02,"China",14,0,15
"1138",2020-07-02,"Italy",201,30,366
"1139",2020-07-02,"Japan",217,1,52
"1140",2020-07-02,"Spain",444,4,0
"1141",2020-07-02,"US",54461,698,51976
"1142",2020-07-03,"Australia",194,0,189
"1143",2020-07-03,"Belgium",129,4,29
"1144",2020-07-03,"China",8,0,15
"1145",2020-07-03,"Italy",223,15,384
"1146",2020-07-03,"Japan",130,0,106
"1147",2020-07-03,"Spain",442,17,0
"1148",2020-07-03,"US",53312,639,8434
"1149",2020-07-04,"Australia",183,0,80
"1150",2020-07-04,"Belgium",111,6,18
"1151",2020-07-04,"China",19,0,26
"1152",2020-07-04,"Italy",235,21,477
"1153",2020-07-04,"Japan",276,0,111
"1154",2020-07-04,"Spain",0,0,0
"1155",2020-07-04,"US",45880,247,103921
"1156",2020-07-05,"Australia",140,2,21
"1157",2020-07-05,"Belgium",178,0,0
"1158",2020-07-05,"China",14,0,12
"1159",2020-07-05,"Italy",192,7,164
"1160",2020-07-05,"Japan",207,0,38
"1161",2020-07-05,"Spain",0,0,0
"1162",2020-07-05,"US",49883,271,12438
"1163",2020-07-06,"Australia",172,0,35
"1164",2020-07-06,"Belgium",42,3,0
"1165",2020-07-06,"China",18,0,7
"1166",2020-07-06,"Italy",208,8,133
"1167",2020-07-06,"Japan",180,1,137
"1168",2020-07-06,"Spain",1244,3,0
"1169",2020-07-06,"US",44953,325,17385
"1170",2020-07-07,"Australia",131,0,32
"1171",2020-07-07,"Belgium",0,0,31
"1172",2020-07-07,"China",28,0,29
"1173",2020-07-07,"Italy",137,30,574
"1174",2020-07-07,"Japan",207,3,50
"1175",2020-07-07,"Spain",341,4,0
"1176",2020-07-07,"US",60021,1195,12328
"1177",2020-07-08,"Australia",170,0,86
"1178",2020-07-08,"Belgium",65,2,16
"1179",2020-07-08,"China",33,0,48
"1180",2020-07-08,"Italy",193,15,825
"1181",2020-07-08,"Japan",206,1,0
"1182",2020-07-08,"Spain",383,4,0
"1183",2020-07-08,"US",58601,820,16986
"1184",2020-07-09,"Australia",318,0,3
"1185",2020-07-09,"Belgium",87,2,21
"1186",2020-07-09,"China",42,0,0
"1187",2020-07-09,"Italy",214,12,338
"1188",2020-07-09,"Japan",356,0,355
"1189",2020-07-09,"Spain",543,5,0
"1190",2020-07-09,"US",63247,990,15649
"1191",2020-07-10,"Australia",179,1,157
"1192",2020-07-10,"Belgium",147,3,20
"1193",2020-07-10,"China",0,0,0
"1194",2020-07-10,"Italy",276,12,295
"1195",2020-07-10,"Japan",427,0,82
"1196",2020-07-10,"Spain",852,2,0
"1197",2020-07-10,"US",67791,811,14074
"1198",2020-07-11,"Australia",244,1,-6
"1199",2020-07-11,"Belgium",112,1,17
"1200",2020-07-11,"China",79,0,74
"1201",2020-07-11,"Italy",188,7,306
"1202",2020-07-11,"Japan",386,0,0
"1203",2020-07-11,"Spain",0,0,0
"1204",2020-07-11,"US",60188,676,12391
"1205",2020-07-12,"Australia",183,0,42
"1206",2020-07-12,"Belgium",238,0,0
"1207",2020-07-12,"China",46,0,31
"1208",2020-07-12,"Italy",234,9,349
"1209",2020-07-12,"Japan",411,1,351
"1210",2020-07-12,"Spain",0,0,0
"1211",2020-07-12,"US",59017,428,10750
"1212",2020-07-13,"Australia",271,0,66
"1213",2020-07-13,"Belgium",0,0,0
"1214",2020-07-13,"China",0,0,0
"1215",2020-07-13,"Italy",169,13,178
"1216",2020-07-13,"Japan",284,1,213
"1217",2020-07-13,"Spain",2045,3,0
"1218",2020-07-13,"US",59215,361,25613
"1219",2020-07-14,"Australia",236,3,93
"1220",2020-07-14,"Belgium",74,5,27
"1221",2020-07-14,"China",109,1,60
"1222",2020-07-14,"Italy",114,17,335
"1223",2020-07-14,"Japan",312,0,68
"1224",2020-07-14,"Spain",666,3,0
"1225",2020-07-14,"US",67417,900,17159
"1226",2020-07-15,"Australia",323,2,107
"1227",2020-07-15,"Belgium",91,1,19
"1228",2020-07-15,"China",20,2,38
"1229",2020-07-15,"Italy",162,13,575
"1230",2020-07-15,"Japan",735,0,0
"1231",2020-07-15,"Spain",875,4,0
"1232",2020-07-15,"US",67328,949,26784
"1233",2020-07-16,"Australia",423,3,79
"1234",2020-07-16,"Belgium",366,7,11
"1235",2020-07-16,"China",81,0,33
"1236",2020-07-16,"Italy",230,20,230
"1237",2020-07-16,"Japan",338,1,515
"1238",2020-07-16,"Spain",1361,3,0
"1239",2020-07-16,"US",77255,943,14763
"1240",2020-07-17,"Australia",208,2,48
"1241",2020-07-17,"Belgium",261,5,36
"1242",2020-07-17,"China",75,1,26
"1243",2020-07-17,"Italy",231,11,237
"1244",2020-07-17,"Japan",594,0,303
"1245",2020-07-17,"Spain",1400,4,0
"1246",2020-07-17,"US",71558,908,16559
"1247",2020-07-18,"Australia",361,4,112
"1248",2020-07-18,"Belgium",207,0,0
"1249",2020-07-18,"China",16,1,28
"1250",2020-07-18,"Italy",249,14,323
"1251",2020-07-18,"Japan",842,1,267
"1252",2020-07-18,"Spain",0,0,0
"1253",2020-07-18,"US",63698,853,15516
"1254",2020-07-19,"Australia",267,1,121
"1255",2020-07-19,"Belgium",0,0,0
"1256",2020-07-19,"China",85,0,45
"1257",2020-07-19,"Italy",218,3,143
"1258",2020-07-19,"Japan",500,0,0
"1259",2020-07-19,"Spain",0,0,0
"1260",2020-07-19,"US",61847,415,8401
"1261",2020-07-20,"Australia",359,3,3
"1262",2020-07-20,"Belgium",388,5,32
"1263",2020-07-20,"China",119,0,25
"1264",2020-07-20,"Italy",190,13,213
"1265",2020-07-20,"Japan",260,2,392
"1266",2020-07-20,"Spain",4581,2,0
"1267",2020-07-20,"US",61417,491,28966
"1268",2020-07-21,"Australia",466,2,147
"1269",2020-07-21,"Belgium",164,0,9
"1270",2020-07-21,"China",86,2,42
"1271",2020-07-21,"Italy",128,15,269
"1272",2020-07-21,"Japan",757,0,398
"1273",2020-07-21,"Spain",1358,2,0
"1274",2020-07-21,"US",64534,1096,21931
"1275",2020-07-22,"Australia",408,5,225
"1276",2020-07-22,"Belgium",369,3,17
"1277",2020-07-22,"China",198,0,40
"1278",2020-07-22,"Italy",280,9,197
"1279",2020-07-22,"Japan",673,2,481
"1280",2020-07-22,"Spain",1357,2,0
"1281",2020-07-22,"US",70910,1195,28831
"1282",2020-07-23,"Australia",293,6,5
"1283",2020-07-23,"Belgium",220,4,22
"1284",2020-07-23,"China",139,1,53
"1285",2020-07-23,"Italy",306,10,214
"1286",2020-07-23,"Japan",978,2,396
"1287",2020-07-23,"Spain",2615,3,0
"1288",2020-07-23,"US",68695,1114,22420
"1289",2020-07-24,"Australia",355,6,163
"1290",2020-07-24,"Belgium",352,5,25
"1291",2020-07-24,"China",157,1,44
"1292",2020-07-24,"Italy",252,5,350
"1293",2020-07-24,"Japan",769,2,295
"1294",2020-07-24,"Spain",2255,3,0
"1295",2020-07-24,"US",73715,1130,28355
"1296",2020-07-25,"Australia",453,10,81
"1297",2020-07-25,"Belgium",528,4,31
"1298",2020-07-25,"China",179,2,68
